;;;Totals; ; ; ; ;01/03/22; ; ; ; ;01/04/22; ; ; ; ;01/05/22; ; ; ; ;01/06/22; ; ; ; ;01/07/22; ; ; ; ;01/08/22; ; ; ; ;01/09/22; ; ; ; ;01/10/22; ; ; ; ;01/11/22; ; ; ; ;01/12/22; ; ; ; ;01/01/23; ; ; ; ;01/02/23; ; ; ; ;01/03/23; ; ; ; ;01/04/23; ; ; ; ;01/05/23; ; ; ; ;01/06/23; ; ; ; ;01/07/23; ; ; ; ;01/08/23; ; ; ; ;01/09/23; ; ; ; ;01/10/23; ; ; ; ;01/11/23; ; ; ; ;01/12/23; ; ; ; ;01/01/24; ; ; ; ;01/02/24; ; ; ; ;01/03/24; ; ; ; ;01/04/24; ; ; ; ;01/05/24; ; ; ; ;01/06/24; ; ; ; ;01/07/24; ; ; ; ;01/08/24; ; ; ; ;01/09/24; ; ; ; ;01/10/24; ; ; ; ;01/11/24; ; ; ; ;01/12/24; ; ; ; ;01/01/25; ; ; ; ;01/02/25; ; ; ; ;01/03/25; ; ; ; ;01/04/25; ; ; ; ;01/05/25; ; ; ; ;01/06/25; ; ; ; ;01/07/25; ; ; ; ;01/08/25; ; ; ; ;01/09/25; ; ; ; ;01/10/25; ; ; ; ;01/11/25; ; ; ; ;01/12/25; ; ; ; ;01/01/26; ; ; ; ;01/02/26; ; ; ; ;01/03/26; ; ; ; 
34201;BULK KALAHARI BOEREWORS;2;47252.11;453.261;8715.25;0.18;21.21;111.93;1.056;13.21;0.02;13.57;2238.73;21.122;264.14;0.37;13.57;1300.70;12.272;153.46;0.25;13.57;4209.61;43.856;472.35;0.78;12.90;1485.34;14.014;310.62;0.40;24.05;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;478.74;4.788;81.14;0.13;19.49;856.01;7.936;188.84;0.29;25.37;101.85;0.926;23.75;0.03;26.81;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;4271.88;42.496;739.96;0.96;19.92;4310.84;39.193;1005.05;1.15;26.81;1513.02;15.132;256.43;0.31;19.49;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1387.26;13.706;246.89;0.27;20.47;1507.67;15.078;255.56;0.20;19.49;2040.77;19.961;377.31;0.49;21.26;1694.56;15.876;362.21;0.46;24.58;446.11;4.056;104.00;0.10;26.81;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;2609.87;26.102;296.14;0.31;13.05;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;3120.33;30.870;379.56;0.38;13.99;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;7434.38;68.713;1723.48;1.37;26.66;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;6132.51;56.108;1461.17;1.20;27.40;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
34202;1/4 MUTTON;2;396285.25;3 589.126;64809.66;1.35;18.81;11563.52;109.100;1731.13;2.65;17.22;24347.32;243.709;3870.68;5.37;18.28;5872.24;51.248;1131.62;1.81;22.16;2601.31;22.546;323.50;0.53;14.30;15499.27;136.865;1709.97;2.21;12.69;7814.32;69.448;900.69;1.21;13.26;3805.29;35.058;346.55;0.42;10.47;9112.41;86.793;589.83;0.80;7.44;8397.47;77.332;1069.18;1.44;14.64;37662.64;337.642;6414.05;5.19;19.58;8193.87;70.643;1614.95;2.60;22.67;3253.75;28.389;673.89;1.04;23.82;5653.92;51.404;1372.15;1.65;27.91;4214.17;41.191;824.38;0.99;22.50;11053.21;119.182;1393.89;1.88;14.50;7051.09;70.518;1195.12;1.54;19.49;12798.23;117.250;2921.40;3.33;26.25;5621.55;46.688;1620.14;1.99;33.14;2520.57;20.006;791.38;0.83;36.11;1950.33;15.480;612.34;0.70;36.11;4655.83;36.954;1199.36;1.32;29.62;15296.36;135.560;4207.48;3.23;31.63;979.91;8.990;240.78;0.31;28.26;6386.87;64.700;1819.28;2.30;32.76;8054.67;73.896;2130.62;2.06;30.42;2127.67;19.520;562.80;0.66;30.42;3876.92;35.568;1025.53;1.02;30.42;4184.29;38.388;1106.82;1.15;30.42;0.00;0.000;0.00;0.00;0.00;812.81;6.774;208.90;0.20;29.56;4179.72;34.834;1074.24;1.05;29.56;7379.87;63.068;1781.78;1.79;27.77;1803.62;16.398;355.08;0.29;22.64;26155.49;222.578;4751.06;2.98;20.89;0.00;0.000;0.00;0.00;0.00;3770.38;31.814;638.35;0.57;19.47;30844.43;330.533;-609.69;-0.49;-2.27;16444.72;166.534;479.10;0.38;3.35;5824.17;46.662;1192.02;0.86;23.54;8037.26;64.383;1645.78;1.31;23.55;3660.67;30.694;635.90;0.49;19.98;4732.44;36.406;1093.83;0.79;26.58;0.00;0.000;0.00;0.00;0.00;6778.02;53.798;1429.23;1.17;24.25;9654.62;76.630;2035.80;1.77;24.25;22768.91;180.049;3224.09;2.00;16.28;5469.73;39.477;919.25;0.89;19.33;3419.39;24.426;555.45;0.60;18.68;0.00;0.000;0.00;0.00;0.00
34203;BULK PORK BRAAI CHOPS;2;730148.93;11 015.344;167093.73;3.47;26.32;32465.82;617.450;4969.90;7.62;17.60;35860.20;639.684;5018.59;6.96;16.09;30762.62;516.588;4547.15;7.28;17.00;28925.22;489.704;4104.89;6.75;16.32;34448.21;608.119;5298.18;6.86;17.69;36834.59;642.530;8986.64;12.11;28.06;37328.83;611.509;10323.23;12.40;31.80;23651.57;438.052;4709.10;6.38;22.90;26326.23;376.248;9272.20;12.49;40.50;58966.02;737.597;24573.79;19.90;47.93;34954.00;427.879;9867.98;15.89;32.47;35684.53;475.920;6994.96;10.76;22.54;36546.83;524.069;7505.16;9.02;23.62;42682.08;671.470;8462.45;10.13;22.80;34118.92;577.920;5399.42;7.28;18.20;32477.67;491.711;7594.51;9.81;26.89;40400.35;634.598;8483.97;9.68;24.15;24359.38;338.979;6140.99;7.53;28.99;33166.65;395.195;11056.79;11.60;38.34;30933.66;363.668;5831.44;6.66;21.68;26892.36;299.029;5445.91;6.01;23.29;12363.19;137.425;2506.47;1.92;23.31;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
34204;BULK PORK LOIN CHOPS;2;935187.42;12 351.930;171975.08;3.58;21.15;18474.52;285.660;4039.13;6.19;25.14;25405.34;341.801;6091.77;8.45;27.58;31193.42;461.336;3357.36;5.38;12.38;25133.93;362.955;5163.29;8.49;23.62;25082.08;391.305;4201.08;5.44;19.26;47359.90;800.821;5954.41;8.02;14.46;76138.52;1 164.748;14970.14;17.99;22.61;77177.82;1 182.581;15089.41;20.46;22.48;64674.77;840.566;11100.07;14.95;19.74;59986.61;670.989;9207.83;7.46;17.65;39069.59;434.244;3580.82;5.77;10.54;53014.85;639.215;6448.06;9.92;13.99;56052.73;689.386;10597.24;12.74;21.74;62367.69;793.004;9615.93;11.51;17.73;43731.34;576.193;6302.05;8.50;16.57;32834.60;402.268;5224.30;6.75;18.30;35650.74;401.610;7711.28;8.80;24.87;49388.30;684.843;8580.91;10.52;19.98;40279.84;455.488;13162.52;13.81;37.58;31052.67;334.853;10929.38;12.49;40.48;28834.70;301.925;8813.14;9.72;35.15;12283.46;136.139;1834.96;1.41;17.18;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
34205;BULK RUMP MATURED;2;305969.69;1 963.109;56601.10;1.18;21.27;6118.72;42.232;1841.31;2.82;34.61;10450.16;77.703;1853.35;2.57;20.40;6487.47;40.691;1735.35;2.78;30.76;10265.79;65.742;2616.20;4.30;29.31;8105.76;50.664;2185.25;2.83;31.00;5341.08;33.384;1439.89;1.94;31.00;5617.56;35.112;1514.43;1.82;31.00;5113.91;30.998;1471.38;1.99;33.09;8749.76;56.242;2209.82;2.98;29.04;7656.70;47.702;1875.27;1.52;28.17;5091.37;32.970;800.58;1.29;18.08;7990.48;59.658;385.86;0.59;5.55;6335.97;45.260;642.07;0.77;11.65;6286.14;44.410;762.31;0.91;13.95;5589.65;35.487;906.81;1.22;18.66;7484.52;47.766;1302.74;1.68;20.02;10583.25;75.273;999.57;1.14;10.86;5340.47;38.835;411.65;0.50;8.86;7783.76;56.341;628.44;0.66;9.28;3824.80;24.314;759.97;0.87;22.85;5713.10;37.969;981.93;1.08;19.77;6997.96;47.106;1139.99;0.87;18.73;8378.15;55.817;1425.68;1.84;19.57;4261.98;30.326;522.45;0.66;14.10;4246.57;28.312;720.48;0.70;19.51;5190.61;36.299;673.78;0.78;14.93;7596.15;44.698;1823.56;1.82;27.61;6592.85;42.133;1225.52;1.28;21.38;7045.39;52.234;-679.11;-0.74;-11.08;10012.67;67.089;2227.56;2.09;25.58;8502.01;64.351;1087.30;1.07;14.71;6485.32;47.112;1049.61;1.05;18.61;6322.53;42.501;1286.16;1.06;23.39;4562.20;27.015;1103.81;0.69;27.82;6247.93;37.685;1438.75;1.45;26.48;3028.50;18.554;666.94;0.59;25.33;3928.47;23.110;966.63;0.77;28.30;4950.60;29.852;1140.86;0.91;26.50;3525.91;19.061;1112.30;0.81;36.28;4400.96;22.553;1417.88;1.12;37.05;1058.03;5.400;347.68;0.27;37.79;6008.71;31.316;1905.78;1.37;36.47;6705.63;31.423;2500.46;2.29;42.88;6187.83;29.625;1304.71;1.07;24.25;4033.73;19.106;789.38;0.68;22.50;3836.98;17.350;868.12;0.54;26.02;6143.66;31.230;1043.49;1.01;19.53;7396.39;45.800;-84.32;-0.09;-1.31;6391.55;37.298;251.48;0.25;4.52
34206;BULK SIRLOIN MATURED;2;336331.58;2 249.243;58521.42;1.22;20.01;19145.27;136.762;3111.36;4.77;18.69;20959.11;154.996;2883.81;4.00;15.82;11450.83;71.572;2873.05;4.60;28.85;10459.01;65.446;2616.95;4.30;28.77;15938.72;107.383;3230.99;4.18;23.31;11825.71;79.450;2419.27;3.26;23.53;20247.69;137.818;3965.46;4.76;22.52;8963.82;54.956;2355.08;3.19;30.21;9013.14;53.518;2540.30;3.42;32.41;20036.69;121.848;5362.69;4.34;30.78;12039.09;82.877;2265.61;3.65;21.64;10996.89;82.453;1896.03;2.92;19.83;13214.19;94.394;1870.70;2.25;16.28;9073.03;62.081;1098.60;1.32;13.92;10403.26;63.267;2040.06;2.75;22.55;9826.15;61.555;1836.21;2.37;21.49;7034.64;52.330;414.15;0.47;6.77;12137.65;87.444;1024.83;1.26;9.71;4893.55;34.528;492.40;0.52;11.57;8378.82;53.180;1444.25;1.65;19.82;12550.42;79.876;2127.85;2.35;19.50;21574.39;142.698;3064.99;2.35;16.34;9171.51;60.924;1274.20;1.64;15.98;11115.35;76.187;1274.36;1.61;13.18;8286.86;56.521;820.22;0.79;11.38;4021.52;24.908;682.87;0.79;19.53;7115.79;42.821;1349.73;1.35;21.81;9126.59;55.874;1623.52;1.69;20.46;7331.89;51.576;561.88;0.61;8.81;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
34207;BULK STEWING BEEF;2;59544.00;600.788;13302.59;0.28;25.69;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;537.05;5.968;109.52;0.13;23.45;1867.44;20.718;382.85;0.52;23.58;3285.27;37.513;609.73;0.79;21.34;3129.15;33.762;698.66;0.80;25.68;1899.23;20.438;427.27;0.52;25.87;1013.60;10.696;240.70;0.25;27.31;1509.32;16.152;344.95;0.39;26.28;1400.18;14.692;337.50;0.37;27.72;2140.01;22.294;525.47;0.40;28.24;1276.11;13.294;313.35;0.40;28.24;607.28;6.426;143.15;0.18;27.11;1304.04;14.590;260.01;0.25;22.93;2105.82;24.736;349.46;0.41;19.08;1378.91;17.320;161.58;0.16;13.48;2815.89;32.852;480.77;0.50;19.63;1290.78;14.390;260.46;0.28;23.20;1684.49;18.719;343.51;0.32;23.45;301.60;3.398;58.72;0.06;22.39;1095.44;11.412;268.98;0.27;28.24;1379.24;14.800;312.82;0.26;26.08;731.12;7.312;197.77;0.12;31.11;893.97;8.804;250.01;0.25;32.16;1492.94;13.574;485.13;0.43;37.37;2696.23;24.558;873.52;0.70;37.26;4784.46;44.096;1519.05;1.21;36.51;6406.04;62.514;1825.88;1.32;32.78;1235.04;11.552;332.95;0.26;31.00;851.14;6.169;154.38;0.12;20.86;1888.55;18.888;-38.81;-0.03;-2.36;229.28;1.686;49.32;0.05;24.74;1094.63;7.982;238.87;0.20;25.10;859.10;5.937;195.20;0.17;26.13;399.32;3.072;54.01;0.03;15.56;406.11;3.124;54.95;0.05;15.56;1503.46;11.566;203.38;0.22;15.56;2051.76;15.784;277.56;0.28;15.56
34208;BULK TENDERISED STEAK;2;101351.57;938.972;14193.07;0.30;16.10;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;2588.25;22.772;246.94;0.40;10.97;3540.06;28.400;579.40;0.95;18.82;3894.77;31.053;654.40;0.85;19.32;4075.06;36.822;530.15;0.71;14.96;1975.42;16.160;425.12;0.51;24.75;2190.98;17.434;510.65;0.69;26.80;3422.32;28.988;657.18;0.89;22.08;3469.16;29.160;684.15;0.55;22.68;6142.06;65.513;309.49;0.50;5.79;3363.38;35.018;298.68;0.46;10.21;4206.86;37.753;827.04;0.99;22.61;1207.21;9.378;346.49;0.41;33.01;805.94;6.200;235.88;0.32;33.66;2693.39;24.936;472.13;0.61;20.16;1177.34;11.125;189.51;0.22;18.51;3077.01;32.166;263.53;0.32;9.85;2409.91;24.790;236.57;0.25;11.29;4480.45;46.676;395.81;0.45;10.16;4302.82;43.186;584.06;0.64;15.61;4653.18;38.245;850.84;0.65;21.03;5800.31;54.013;402.95;0.52;7.99;6540.78;56.226;856.70;1.08;15.06;3985.57;36.434;697.09;0.67;20.11;4032.18;38.866;552.82;0.64;15.77;9508.75;93.170;1188.49;1.19;14.37;4045.36;38.238;612.00;0.64;17.40;3763.05;36.250;584.99;0.64;17.88;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
34211;FARMHOUSE WORS;2;229126.82;2 416.263;45187.31;0.94;22.68;7274.93;90.822;571.54;0.88;9.03;1668.58;17.564;338.08;0.47;23.30;314.83;3.314;63.79;0.10;23.30;5522.73;60.817;949.01;1.56;19.76;13511.03;150.135;2236.17;2.89;19.03;0.00;0.000;0.00;0.00;0.00;2635.66;29.288;436.19;0.52;19.03;7377.10;81.975;1220.93;1.66;19.03;1996.26;22.183;330.36;0.44;19.03;6425.01;66.616;1204.12;0.98;21.55;8552.86;89.671;1535.74;2.47;20.65;7024.03;73.174;1471.55;2.26;24.09;10677.14;113.516;2086.65;2.51;22.47;8945.11;90.579;2016.63;2.41;25.93;4803.51;48.094;1117.71;1.51;26.76;4402.39;44.273;1011.96;1.31;26.43;5828.98;60.860;1197.37;1.37;23.62;5840.77;66.530;846.96;1.04;16.68;5792.99;61.779;1107.62;1.16;21.99;7466.78;84.098;1143.38;1.31;17.61;6067.27;63.765;1219.80;1.35;23.12;9768.32;98.670;1949.69;1.49;22.95;5035.19;50.860;1061.91;1.37;24.25;7532.80;80.344;1488.59;1.88;22.73;5087.44;55.415;932.72;0.90;21.08;5467.72;59.405;1012.02;1.18;21.29;8051.16;88.130;1448.82;1.45;20.69;7743.49;82.536;1533.70;1.60;22.78;5541.92;58.336;1143.89;1.25;23.74;9332.80;98.240;1926.36;1.81;23.74;6616.94;69.652;1414.61;1.39;24.59;4709.34;49.572;1066.23;1.07;26.04;5374.92;54.458;1237.49;1.02;26.48;7145.92;67.420;1823.45;1.15;29.35;4957.17;46.770;1264.92;1.27;29.34;7184.14;67.782;1833.11;1.63;29.34;4592.99;43.334;1171.99;0.93;29.34;2856.60;26.286;772.26;0.61;31.09;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
34232;SHOULDER GAMMON BONE IN;2;26236.98;294.873;4353.06;0.09;19.08;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;613.95;8.772;270.80;0.36;50.72;3683.58;51.447;1660.22;1.34;51.83;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;632.95;6.526;87.18;0.10;15.84;6856.80;70.696;944.43;0.72;15.84;445.76;4.596;61.39;0.08;15.84;384.74;4.290;30.05;0.04;8.98;873.66;9.007;120.39;0.12;15.85;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1802.36;20.732;95.71;0.08;6.11;5074.06;58.430;264.86;0.17;6.00;170.15;1.891;13.73;0.01;9.28;360.49;4.006;29.12;0.03;9.29;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;615.57;6.282;89.38;0.08;16.70;4722.91;48.198;685.78;0.43;16.70;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
34235;GROUND BEEF;2;196389.11;2 182.066;42415.90;0.88;24.84;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;793.10;9.541;118.15;0.14;17.13;5034.34;62.955;606.68;0.82;13.86;5238.79;63.888;728.58;0.98;15.99;5310.40;59.170;1073.46;0.87;23.25;5391.85;59.911;1099.90;1.77;23.46;3625.05;40.317;737.23;1.13;23.39;2448.68;25.510;601.24;0.72;28.24;3364.68;40.870;477.70;0.57;16.33;1840.08;21.648;303.35;0.41;18.96;1631.32;19.192;268.94;0.35;18.96;3606.31;46.061;376.87;0.43;12.02;1564.92;19.563;188.98;0.23;13.89;1437.83;17.975;173.58;0.18;13.88;6247.40;80.254;625.31;0.71;11.51;5706.46;71.469;665.15;0.73;13.40;946.01;11.917;61.22;0.05;7.44;2072.81;25.592;114.43;0.15;6.35;892.02;11.036;81.51;0.10;10.51;1953.03;24.722;342.81;0.33;20.19;1896.66;25.590;344.18;0.40;20.87;1078.22;13.648;241.53;0.24;25.76;1807.20;22.876;404.80;0.42;25.76;295.46;3.740;66.18;0.07;25.76;2125.75;26.908;476.17;0.45;25.76;2213.73;28.022;495.86;0.49;25.76;5229.85;68.023;1078.52;1.08;23.72;6722.16;86.848;1327.97;1.09;22.72;4585.74;57.326;943.02;0.59;23.65;8339.81;104.256;1714.97;1.73;23.65;3999.84;50.002;822.52;0.73;23.65;5590.87;69.895;1149.50;0.92;23.64;3896.04;41.220;1198.67;0.95;35.38;9896.79;98.975;3349.34;2.43;38.92;8649.21;77.351;3412.94;2.71;45.38;6496.04;54.586;2441.20;1.86;43.22;8909.55;92.401;2203.37;1.58;28.44;6220.31;64.802;1364.10;1.25;25.22;11074.94;114.191;2283.33;1.87;23.71;9044.14;91.234;1994.47;1.73;25.36;8181.04;77.437;1759.43;1.09;24.73;7050.15;64.680;1473.61;1.42;24.04;6956.13;66.218;1542.45;1.66;25.50;7024.40;70.246;1682.68;1.69;27.55
34237;KALAHARI BOEREWORS;2;43144.91;409.015;7074.41;0.15;18.86;328.03;2.828;69.24;0.11;24.27;1921.27;16.564;405.51;0.56;24.27;996.84;8.594;210.41;0.34;24.27;6413.76;64.709;634.71;1.04;11.38;1263.11;10.890;266.58;0.35;24.27;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;359.70;3.270;63.02;0.10;20.15;1184.54;10.200;250.96;0.39;24.36;103.53;0.870;23.58;0.03;26.19;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;291.56;2.916;30.81;0.04;12.15;3152.65;30.374;421.47;0.48;15.37;1998.52;19.945;214.44;0.26;12.34;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1103.05;10.916;125.41;0.14;13.07;1148.13;11.482;121.38;0.09;12.16;2690.17;26.718;298.56;0.38;12.76;2455.53;23.829;315.18;0.40;14.76;950.46;9.052;135.10;0.13;16.35;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;2237.43;22.376;253.97;0.26;13.05;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;3112.38;31.043;359.57;0.36;13.29;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;6691.11;59.612;1705.13;1.35;29.31;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;4743.14;42.827;1169.41;0.96;28.35;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
