;;;Totals; ; ; ; ;01/03/22; ; ; ; ;01/04/22; ; ; ; ;01/05/22; ; ; ; ;01/06/22; ; ; ; ;01/07/22; ; ; ; ;01/08/22; ; ; ; ;01/09/22; ; ; ; ;01/10/22; ; ; ; ;01/11/22; ; ; ; ;01/12/22; ; ; ; ;01/01/23; ; ; ; ;01/02/23; ; ; ; ;01/03/23; ; ; ; ;01/04/23; ; ; ; ;01/05/23; ; ; ; ;01/06/23; ; ; ; ;01/07/23; ; ; ; ;01/08/23; ; ; ; ;01/09/23; ; ; ; ;01/10/23; ; ; ; ;01/11/23; ; ; ; ;01/12/23; ; ; ; ;01/01/24; ; ; ; ;01/02/24; ; ; ; ;01/03/24; ; ; ; ;01/04/24; ; ; ; ;01/05/24; ; ; ; ;01/06/24; ; ; ; ;01/07/24; ; ; ; ;01/08/24; ; ; ; ;01/09/24; ; ; ; ;01/10/24; ; ; ; ;01/11/24; ; ; ; ;01/12/24; ; ; ; ;01/01/25; ; ; ; ;01/02/25; ; ; ; ;01/03/25; ; ; ; ;01/04/25; ; ; ; ;01/05/25; ; ; ; ;01/06/25; ; ; ; ;01/07/25; ; ; ; ;01/08/25; ; ; ; ;01/09/25; ; ; ; ;01/10/25; ; ; ; ;01/11/25; ; ; ; ;01/12/25; ; ; ; ;01/01/26; ; ; ; ;01/02/26; ; ; ; ;01/03/26; ; ; ; 
11335;SPAR SLT CHKN THIGHS 4'S;24;120553.60;1 342.505;22590.50;1.75;21.55;3908.26;47.116;782.82;5.10;23.03;5062.69;60.269;1016.19;5.55;23.08;4113.74;47.968;829.21;4.13;23.18;3894.66;45.466;782.04;4.74;23.09;5162.55;60.246;1037.84;4.59;23.12;4849.42;56.496;980.38;5.84;23.25;3650.04;41.348;780.68;4.74;24.60;4468.04;50.657;931.96;5.80;23.99;4124.53;48.121;781.10;4.14;21.78;5236.02;59.112;947.60;3.95;20.81;4910.03;54.707;858.62;4.36;20.11;4242.98;47.202;746.51;4.01;20.23;6406.84;71.416;1118.39;4.91;20.07;6036.01;67.232;1056.80;5.24;20.13;4028.39;44.892;703.94;3.78;20.10;4018.20;44.828;699.07;3.67;20.01;4973.98;55.436;885.85;3.67;20.48;4001.34;44.670;708.01;3.45;20.35;4068.37;45.262;729.57;2.78;20.62;4472.25;47.915;817.96;3.14;21.03;3998.65;42.170;733.32;3.43;21.09;4911.35;51.950;890.64;3.11;20.85;4513.90;47.674;823.25;3.73;20.97;4032.27;42.566;736.79;2.78;21.01;4197.75;44.266;770.08;3.19;21.10;539.27;8.172;141.25;0.66;30.12;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;67.41;0.636;14.83;0.05;25.29;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;2115.80;20.544;408.18;1.15;22.19;4548.86;44.168;877.61;2.30;22.19
11337;COUNTRY VALUE BREAST B/IN;24;15204.26;222.402;3277.78;0.25;24.79;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1293.37;18.480;297.82;0.91;26.48;6252.44;89.600;1427.92;3.20;26.26;5041.12;75.252;1019.88;3.01;23.27;2617.33;39.070;532.16;1.80;23.38;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
11343;COUNTRY VALUE WINGS;24;14079.66;143.684;2811.47;0.22;22.96;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1642.50;16.762;327.01;1.00;22.90;5628.94;57.444;1120.71;2.51;22.90;4385.49;44.754;877.34;2.59;23.01;2422.73;24.724;486.41;1.64;23.09;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
11344;SPAR SLT CHKN BRAAIPK 5;24;139563.08;2 195.830;18291.46;1.41;15.07;0.00;0.000;0.00;0.00;0.00;2687.59;38.426;609.98;3.33;26.10;455.89;6.513;103.70;0.52;26.16;5238.16;84.247;882.09;5.35;19.37;4870.23;81.863;643.69;2.85;15.20;9623.47;180.730;839.77;5.00;10.04;8884.43;152.664;1088.23;6.60;14.09;7806.89;135.804;931.53;5.80;13.72;653.38;9.336;122.56;0.65;21.57;4984.55;80.259;609.63;2.54;14.07;5326.08;70.232;994.81;5.05;21.48;3361.90;44.302;629.46;3.38;21.53;6248.05;95.943;814.40;3.57;14.99;4313.97;58.193;867.65;4.30;23.13;4734.96;70.357;663.59;3.56;16.12;5087.48;78.396;639.45;3.36;14.45;1675.55;22.050;320.90;1.33;22.03;2028.60;34.003;193.20;0.94;10.95;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;4391.89;73.380;455.20;1.99;11.92;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1624.97;27.088;152.10;0.51;10.76;0.00;0.000;0.00;0.00;0.00;628.18;8.975;80.59;0.23;14.75;3658.18;50.105;651.06;2.05;20.47;0.00;0.000;0.00;0.00;0.00;2715.07;43.450;303.56;0.83;12.86;0.00;0.000;0.00;0.00;0.00;3946.22;56.677;641.75;2.41;18.70;4046.91;67.462;368.40;1.13;10.47;7556.80;108.012;938.65;2.10;14.28;828.43;9.634;164.30;0.49;22.81;0.00;0.000;0.00;0.00;0.00;4049.44;60.432;542.42;1.57;15.40;4859.39;75.940;493.44;1.26;11.68;5494.43;83.261;516.08;1.18;10.80;10747.70;170.838;1428.60;3.85;15.29;2710.53;45.184;269.94;0.76;11.45;4323.76;72.074;330.72;0.87;8.80
11346;SPAR SLT BREAST B/IN 3'S;24;381616.98;6 311.616;72316.85;5.59;21.79;10065.76;202.511;1942.63;12.66;22.19;8925.30;200.378;1216.47;6.65;15.67;7548.60;145.052;1359.63;6.78;20.71;7773.31;147.270;1434.65;8.70;21.22;7124.91;135.036;1313.16;5.81;21.20;8625.26;163.384;1592.85;9.49;21.24;7749.19;137.341;1699.46;10.31;25.22;6893.98;130.297;1292.89;8.05;21.57;7475.40;136.132;1440.47;7.63;22.16;8001.99;146.091;1528.21;6.37;21.96;8245.54;154.530;1129.00;5.73;15.75;6879.74;115.123;1237.14;6.64;20.68;8747.63;162.514;1096.06;4.81;14.41;7649.45;127.735;1386.60;6.87;20.85;8672.36;158.516;1183.40;6.35;15.69;6884.53;113.380;1313.15;6.90;21.93;6956.37;114.350;1358.92;5.63;22.47;8021.87;140.879;1332.86;6.49;19.11;9597.66;157.762;1875.14;7.15;22.47;10415.81;161.467;2106.36;8.09;23.26;9842.11;149.494;1974.97;9.25;23.08;8751.28;132.924;1756.13;6.13;23.08;9283.65;158.563;1598.36;7.25;19.80;8920.52;135.622;2273.64;8.59;29.31;8545.84;130.044;1998.07;8.29;26.89;8769.24;133.184;2008.01;9.34;26.33;9237.86;156.951;1539.49;6.00;19.16;8662.89;139.775;1547.21;6.24;20.54;8267.03;131.601;1580.46;6.90;21.99;8980.03;149.940;1641.15;5.55;21.02;8417.98;140.915;1523.64;5.30;20.81;8672.93;141.287;1748.30;5.82;23.18;8891.54;127.045;1811.87;6.29;23.43;8519.43;136.021;1740.64;4.96;23.50;8450.09;131.378;1747.22;5.51;23.78;8336.39;119.110;1698.88;5.78;23.44;7310.94;106.598;1509.64;4.11;23.75;8865.66;137.010;1516.35;5.12;19.67;7697.64;109.987;1502.82;5.64;22.45;6244.11;89.216;1219.16;3.73;22.45;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;3911.43;55.887;770.23;2.60;22.65;8842.27;135.774;1529.49;4.44;19.89;8097.78;115.703;1663.52;4.25;23.62;6922.80;98.914;1422.17;3.27;23.62;7303.42;104.354;1500.29;4.04;23.62;6314.07;90.218;1260.64;3.56;22.96;7303.39;104.353;1395.44;3.65;21.97
11347;SPAR FSH CHKN BRAAIPK 16PC;24;988936.90;15 240.656;126898.96;9.81;14.76;0.00;0.000;0.00;0.00;0.00;1447.07;24.224;203.75;1.11;16.19;0.00;0.000;0.00;0.00;0.00;7281.38;134.806;947.27;5.74;14.96;4319.64;61.718;1099.16;4.87;29.26;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;34532.54;805.515;2755.60;14.60;9.18;13624.92;206.188;2213.59;9.22;18.68;15908.09;261.807;1363.10;6.92;9.85;21470.67;327.054;2815.57;15.11;15.08;18947.75;258.537;3430.72;15.05;20.82;18425.79;277.809;2480.65;12.30;15.48;17540.84;275.194;2027.64;10.88;13.29;12579.72;165.846;2497.59;13.12;22.83;20003.14;285.681;3282.56;13.59;18.87;25963.90;421.746;2630.80;12.80;11.65;37332.63;586.855;4546.38;17.33;14.00;26279.50;393.598;3799.59;14.59;16.63;38318.39;584.638;4071.25;19.06;12.22;62097.51;951.749;6099.03;21.28;11.29;28170.19;457.528;2802.30;12.71;11.44;18734.15;274.744;2672.63;10.10;16.41;30865.98;457.882;5086.52;21.09;18.95;37455.15;556.016;6670.94;31.04;20.48;40657.40;635.274;5582.22;21.76;15.79;34773.02;506.163;4884.03;19.71;16.15;29890.07;466.120;3597.95;15.71;13.84;36240.72;535.245;5187.69;17.55;16.46;29214.65;534.580;3371.68;11.72;13.27;35609.98;487.547;8014.38;26.68;25.88;28929.60;432.250;3327.25;11.54;13.23;38221.96;575.099;4411.94;12.58;13.27;34765.08;524.617;4431.33;13.98;14.66;30730.99;460.588;3975.56;13.53;14.88;4437.34;64.254;615.28;1.68;15.95;0.00;0.000;0.00;0.00;0.00;2024.63;23.822;395.51;1.48;22.47;8460.72;98.392;1719.15;5.26;23.37;0.00;0.000;0.00;0.00;0.00;29140.38;440.226;2945.80;8.70;11.63;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;10224.54;146.086;424.75;1.09;4.78;52343.42;776.949;4586.73;10.53;10.08;25778.59;375.891;2802.42;7.55;12.50;5942.16;99.052;591.90;1.67;11.46;20252.70;289.366;2536.72;6.64;14.40
11348;SPAR SLT CHKN DBL STAR PK;24;470657.94;5 749.868;72110.45;5.58;17.62;18067.70;250.214;2128.20;13.87;13.55;19826.98;258.571;3972.79;21.72;23.04;19288.83;228.969;3760.53;18.75;22.42;15095.07;205.234;2003.71;12.15;15.27;25820.78;287.020;5989.93;26.51;26.68;19671.71;261.489;2577.26;15.36;15.07;24598.23;345.191;2569.52;15.59;12.01;19445.34;239.914;3324.79;20.70;19.66;4643.79;50.591;1085.05;5.75;26.87;22426.98;289.883;2990.66;12.46;15.34;11385.69;126.702;1991.79;10.10;20.12;13801.03;153.364;2427.82;13.03;20.23;16786.63;198.714;2629.74;11.53;18.02;14485.15;176.341;2165.92;10.74;17.20;14749.14;176.833;2204.27;11.83;17.19;19473.66;249.264;2618.61;13.76;15.46;21255.08;244.401;3594.07;14.88;19.45;16106.98;179.082;2882.86;14.03;20.58;15412.61;183.605;2346.44;8.94;17.51;14494.32;154.739;2694.54;10.34;21.38;7225.04;76.062;1328.35;6.22;21.14;504.01;5.306;92.66;0.32;21.14;6685.70;79.517;861.23;3.91;14.81;11697.29;124.866;2128.59;8.05;20.93;7435.99;94.664;650.99;2.70;10.07;8109.09;124.572;-172.61;-0.80;-2.45;4946.69;64.737;525.79;2.05;12.22;2866.61;30.178;594.38;2.40;23.84;899.17;9.992;160.66;0.70;20.55;6317.53;70.204;1378.40;4.66;25.09;12307.10;137.032;2669.50;9.28;24.94;3699.56;36.030;810.54;2.70;25.20;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;3546.07;44.333;344.52;1.17;11.17;902.01;8.674;186.52;0.51;23.78;0.00;0.000;0.00;0.00;0.00;20872.92;260.947;1908.06;7.16;10.51;543.31;6.792;49.62;0.15;10.50;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;25264.15;315.841;2634.75;6.90;11.99
11350;T&T SPATCHCOCK BARBEQUE;24;6985.81;93.286;1008.33;0.08;16.60;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;929.63;13.282;140.63;0.54;17.40;170.50;2.436;25.79;0.10;17.40;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1521.04;16.902;326.63;1.52;24.70;814.02;11.596;103.09;0.40;14.56;1281.21;16.646;206.08;0.83;18.50;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1591.89;22.744;144.57;0.49;10.44;677.52;9.680;61.53;0.23;10.44;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
11353;T&T SKEWER WINGS PERI;24;18236.29;206.257;3260.61;0.25;20.56;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;2615.34;33.520;429.07;2.60;18.87;3370.60;38.791;664.15;4.14;22.66;1698.32;18.902;325.06;1.72;22.01;4418.01;51.194;683.96;2.85;17.80;1193.16;13.000;206.03;1.05;19.86;1152.11;12.258;205.28;1.10;20.49;2245.94;23.896;400.17;1.76;20.49;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1542.81;14.696;346.89;1.40;25.86;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
11354;T&T SKEWERED WINGS BBQ;24;119492.19;1 296.095;20254.89;1.57;19.49;0.00;0.000;0.00;0.00;0.00;2000.62;22.737;377.27;2.06;21.69;3747.20;41.894;826.15;4.12;25.35;149.37;1.660;34.65;0.21;26.68;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1065.72;13.381;188.24;1.14;20.31;5876.57;70.288;1059.29;6.60;20.73;3396.13;37.770;651.74;3.45;22.07;6888.51;82.674;916.31;3.82;15.30;5095.28;55.502;877.80;4.45;19.81;2513.43;26.770;446.02;2.39;20.41;3245.41;34.530;578.26;2.54;20.49;2511.59;26.722;447.53;2.22;20.49;2861.01;31.228;469.00;2.52;18.85;2662.69;28.330;505.79;2.66;21.84;3895.46;42.473;716.68;2.97;21.16;3777.61;41.338;699.04;3.40;21.28;4227.08;46.333;765.08;2.92;20.81;3208.20;31.016;720.21;2.76;25.82;3408.12;35.547;602.57;2.82;20.33;4826.11;48.266;960.63;3.35;22.89;3393.90;33.971;693.40;3.15;23.50;3272.50;32.729;630.43;2.38;22.15;3431.16;36.620;629.17;2.61;21.09;3098.13;34.874;494.70;2.30;18.36;3469.28;37.767;517.46;2.02;17.15;2917.23;30.838;528.58;2.13;20.84;2737.84;28.086;523.95;2.29;22.01;3596.05;37.669;629.67;2.13;20.14;1376.94;13.116;309.60;1.08;25.86;0.00;0.000;0.00;0.00;0.00;3282.71;36.481;419.49;1.46;14.70;2932.50;32.588;343.66;0.98;13.48;3201.82;34.273;440.75;1.39;15.83;0.00;0.000;0.00;0.00;0.00;968.31;10.640;131.81;0.36;15.65;1476.13;17.369;135.60;0.46;10.56;2951.36;33.251;352.32;1.32;13.73;915.94;7.634;210.17;0.64;26.39;651.50;5.430;149.49;0.33;26.39;4656.37;51.746;600.75;1.77;14.84;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;3218.31;33.793;350.21;0.90;12.51;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;2588.10;28.761;321.42;0.84;14.28
11356;T&T BUFFALO WINGS BBQ;24;364335.08;3 747.286;72369.52;5.60;22.84;5813.46;64.682;1450.42;9.45;28.69;4305.21;47.880;973.78;5.32;26.01;4829.37;53.704;1075.59;5.36;25.61;5814.76;64.632;1430.63;8.67;28.29;5120.02;56.225;1222.13;5.41;27.45;5003.33;55.619;1115.47;6.65;25.64;5477.55;58.848;1308.64;7.94;27.47;5740.10;61.351;1360.60;8.47;27.26;4933.87;57.506;904.30;4.79;21.08;5976.93;67.474;1106.21;4.61;21.28;3711.01;40.579;713.01;3.62;22.10;3972.83;43.272;718.52;3.86;20.80;4983.19;53.724;1071.35;4.70;24.72;3287.72;34.889;737.59;3.66;25.80;3333.26;34.204;735.75;3.95;25.38;3218.70;35.439;650.46;3.42;23.24;2695.53;29.031;550.67;2.28;23.49;4827.06;53.655;954.57;4.65;22.74;3849.75;42.414;711.78;2.71;21.26;5075.96;53.566;1171.87;4.50;26.55;3865.40;35.141;1043.99;4.89;31.06;6829.68;62.089;1844.65;6.44;31.06;5263.85;48.006;1411.70;6.40;30.84;5613.60;61.505;998.26;3.77;20.45;5902.19;59.303;1361.12;5.64;26.52;7120.53;69.310;1606.73;7.48;25.95;6642.87;72.718;1176.24;4.58;20.36;4397.34;48.916;817.98;3.30;21.39;9840.69;99.373;2138.85;9.34;24.99;9388.91;88.688;2316.10;7.84;28.37;11173.93;120.195;2347.56;8.16;24.16;11761.16;123.284;2413.91;8.04;23.60;9964.14;100.440;1883.16;6.53;21.73;13860.10;131.280;2861.68;8.16;23.74;8636.32;78.515;1914.81;6.04;25.50;12127.82;125.125;2331.62;7.94;22.11;12507.64;121.009;2471.48;6.74;22.72;15644.88;169.745;1958.96;6.61;14.40;12053.74;119.843;2252.65;8.45;21.49;10019.13;103.776;1592.33;4.87;18.28;12061.54;117.430;2369.40;5.31;22.59;5931.29;59.320;1060.05;3.13;20.55;14017.69;138.269;2566.28;8.68;21.05;11214.09;114.597;2063.92;5.99;21.17;10130.90;105.724;1722.88;4.41;19.56;10461.18;112.151;1178.67;2.71;12.96;10850.57;110.522;1632.28;4.40;17.30;8472.22;79.934;1723.70;4.87;23.40;6612.07;62.384;1345.23;3.52;23.40
11359;C/FAIR BRAAIPACK FRSH 3PC;24;3076.56;53.726;285.63;0.02;10.68;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1037.65;19.582;102.54;0.55;11.36;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;2038.91;34.144;183.09;0.52;10.33;0.00;0.000;0.00;0.00;0.00
