;;;Totals; ; ; ; ;01/03/22; ; ; ; ;01/04/22; ; ; ; ;01/05/22; ; ; ; ;01/06/22; ; ; ; ;01/07/22; ; ; ; ;01/08/22; ; ; ; ;01/09/22; ; ; ; ;01/10/22; ; ; ; ;01/11/22; ; ; ; ;01/12/22; ; ; ; ;01/01/23; ; ; ; ;01/02/23; ; ; ; ;01/03/23; ; ; ; ;01/04/23; ; ; ; ;01/05/23; ; ; ; ;01/06/23; ; ; ; ;01/07/23; ; ; ; ;01/08/23; ; ; ; ;01/09/23; ; ; ; ;01/10/23; ; ; ; ;01/11/23; ; ; ; ;01/12/23; ; ; ; ;01/01/24; ; ; ; ;01/02/24; ; ; ; ;01/03/24; ; ; ; ;01/04/24; ; ; ; ;01/05/24; ; ; ; ;01/06/24; ; ; ; ;01/07/24; ; ; ; ;01/08/24; ; ; ; ;01/09/24; ; ; ; ;01/10/24; ; ; ; ;01/11/24; ; ; ; ;01/12/24; ; ; ; ;01/01/25; ; ; ; ;01/02/25; ; ; ; ;01/03/25; ; ; ; ;01/04/25; ; ; ; ;01/05/25; ; ; ; ;01/06/25; ; ; ; ;01/07/25; ; ; ; ;01/08/25; ; ; ; ;01/09/25; ; ; ; ;01/10/25; ; ; ; ;01/11/25; ; ; ; ;01/12/25; ; ; ; ;01/01/26; ; ; ; ;01/02/26; ; ; ; ;01/03/26; ; ; ; 
5909;SPEKKO RICE PARBOILED;5;333358.60;9 635;14178.19;0.40;4.25;4552.26;164;238.24;0.28;5.23;5843.59;219;-253.64;-0.42;-4.34;2173.66;64;369.63;0.66;17.00;8601.07;323;257.35;0.34;2.99;1869.45;55;319.11;0.60;17.07;8784.66;334;190.95;0.21;2.17;7793.14;286;434.66;0.60;5.58;3555.67;110;380.39;0.51;10.70;2419.29;71;498.27;0.62;20.60;4629.32;168;228.67;0.31;4.94;1653.74;46;319.61;0.40;19.33;10664.29;371;375.45;0.57;3.52;12987.48;452;437.51;0.41;3.37;1303.64;36;219.30;0.22;16.82;1072.71;29;173.20;0.27;16.15;1615.57;43;262.70;0.42;16.26;12444.92;408;346.23;0.49;2.78;937.45;20;148.49;0.23;15.84;16303.11;454;537.91;0.70;3.30;1456.69;31;233.81;0.30;16.05;9489.62;238;349.86;0.55;3.69;899.82;18;184.87;0.23;20.54;11762.97;303;416.70;0.49;3.54;12283.19;321;278.72;0.39;2.27;4869.84;112;349.42;0.46;7.18;7477.71;184;373.68;0.53;5.00;19194.49;491;392.59;0.55;2.05;3734.11;89;255.03;0.44;6.83;18302.61;459;546.65;0.74;2.99;13189.37;313;470.32;0.55;3.57;2047.09;41;251.26;0.34;12.27;1894.62;38;230.19;0.32;12.15;21332.71;604;452.62;0.64;2.12;5443.69;131;259.95;0.36;4.78;14663.39;366;359.76;0.44;2.45;1249.75;25;154.73;0.22;12.38;1435.26;29;209.40;0.27;14.59;6135.84;166;290.14;0.42;4.73;10477.18;282;342.83;0.49;3.27;3675.59;105;72.52;0.12;1.97;5522.59;131;462.57;0.80;8.38;8114.95;255;-98.91;-0.17;-1.22;12863.72;428;581.49;0.89;4.52;2386.32;68;143.75;0.24;6.02;6470.00;200;188.23;0.30;2.91;6699.79;221;224.27;0.37;3.35;4640.57;143;195.17;0.26;4.21;3179.06;94;247.36;0.42;7.78;3261.04;96;275.18;0.47;8.44
5914;IMBO SPLIT PEAS;5;69452.16;3 450;12647.79;0.36;18.21;770.87;43;190.21;0.22;24.67;790.66;44;196.49;0.33;24.85;1252.10;70;306.83;0.55;24.51;949.50;50;232.33;0.31;24.47;3160.41;159;732.34;1.39;23.17;1035.48;52;238.23;0.27;23.01;638.68;32;148.06;0.20;23.18;499.75;25;116.46;0.16;23.30;554.72;28;125.43;0.16;22.61;876.56;44;201.96;0.27;23.04;676.66;34;155.38;0.20;22.96;757.62;38;175.01;0.27;23.10;1140.42;58;257.34;0.24;22.57;1275.55;65;265.49;0.26;20.81;2332.83;117;497.05;0.78;21.31;3070.46;154;654.14;1.03;21.30;2647.67;133;571.15;0.80;21.57;1770.11;89;380.56;0.59;21.50;199.90;10;29.37;0.04;14.69;618.69;31;90.05;0.12;14.55;759.62;38;111.61;0.17;14.69;229.90;10;52.43;0.07;22.81;390.83;17;89.13;0.11;22.81;666.71;29;152.05;0.21;22.81;1574.81;69;350.27;0.46;22.24;2267.96;99;511.01;0.72;22.53;2450.73;107;551.80;0.78;22.52;4528.66;219;764.28;1.33;16.88;5059.84;261;659.38;0.89;13.03;2889.68;142;461.02;0.54;15.95;1188.58;52;265.74;0.36;22.36;803.50;35;182.36;0.25;22.70;1169.04;51;263.94;0.37;22.58;480.49;21;107.80;0.15;22.44;436.81;19;99.62;0.12;22.81;1203.26;60;164.27;0.23;13.65;1888.17;93;277.09;0.36;14.67;1169.04;51;263.94;0.38;22.58;1511.59;66;340.29;0.48;22.51;4345.75;235;384.62;0.63;8.85;4784.19;281;216.94;0.37;4.53;1688.17;88;193.96;0.34;11.49;522.29;21;120.11;0.18;23.00;469.81;19;105.94;0.18;22.55;374.85;15;87.58;0.14;23.36;121.95;5;27.77;0.05;22.77;43.98;2;8.83;0.01;20.08;1391.32;68;265.71;0.45;19.10;21.99;1;4.42;0.01;20.08
5924;PASTA GRANDE SPAGHETTI;5;100634.55;6 693;6857.57;0.20;7.84;964.37;65;201.27;0.24;24.00;599.60;40;129.20;0.21;24.78;359.76;24;77.52;0.14;24.78;3451.28;289;121.55;0.16;4.05;3519.75;285;187.81;0.36;6.14;717.15;45;149.48;0.17;23.97;4115.14;301;396.13;0.54;11.07;1192.61;69;256.68;0.34;24.75;465.94;26;96.98;0.12;23.94;5289.04;396;234.09;0.31;5.09;1006.54;56;211.47;0.27;24.16;2031.07;113;426.74;0.65;24.16;3148.25;175;663.30;0.62;24.23;10676.29;781;247.26;0.24;2.66;10799.11;789;-108.74;-0.17;-1.16;1209.17;83;-80.97;-0.13;-7.70;413.79;21;76.81;0.11;21.35;1033.64;57;120.23;0.19;13.38;6215.94;406;182.75;0.24;3.38;3977.39;261;-150.71;-0.20;-4.36;779.61;39;136.31;0.21;20.11;699.65;35;122.33;0.15;20.11;479.76;24;83.88;0.10;20.11;19.99;1;3.50;0.00;20.11;299.85;15;52.43;0.07;20.11;838.58;42;145.93;0.21;20.01;4432.35;290;134.80;0.19;3.50;733.59;41;112.38;0.20;17.62;556.79;31;86.80;0.12;17.93;6119.77;398;259.75;0.30;4.88;5926.41;389;218.41;0.29;4.24;1206.63;79;133.04;0.19;12.68;1078.50;60;200.45;0.28;21.37;3393.91;209;329.63;0.45;11.17;3851.70;241;320.09;0.39;9.56;701.61;39;130.80;0.18;21.44;233.87;13;43.60;0.06;21.44;0.00;0;0.00;0.00;0.00;3504.71;229;132.06;0.19;4.33;579.70;30;125.04;0.21;24.81;439.80;20;121.53;0.21;31.78;152.83;7;34.14;0.06;25.69;582.63;37;28.56;0.04;5.64;772.56;44;51.07;0.08;7.60;297.86;14;61.51;0.10;23.75;329.85;15;75.22;0.12;26.22;329.85;15;75.22;0.10;26.22;755.62;38;120.98;0.20;18.41;350.74;16;79.27;0.13;25.99
5925;PASTA GRANDE MACARONI;5;132815.61;8 753;9916.28;0.28;8.59;1144.25;77;240.03;0.28;24.12;883.66;59;189.92;0.31;24.72;583.11;39;124.66;0.22;24.59;3195.21;267;118.94;0.16;4.28;5533.88;444;328.50;0.62;6.83;686.77;43;144.13;0.16;24.13;3719.44;271;370.25;0.51;11.45;1891.05;110;413.04;0.55;25.12;1508.46;84;316.04;0.40;24.09;4825.42;358;241.95;0.32;5.77;1763.02;98;371.45;0.47;24.23;1669.47;93;349.37;0.53;24.07;3345.24;186;704.21;0.65;24.21;14520.31;1 069;356.86;0.35;2.83;16567.91;1 209;-57.31;-0.09;-0.40;338.79;21;25.54;0.04;8.67;170.91;9;33.88;0.05;22.79;918.54;46;159.91;0.25;20.02;9558.78;622;303.30;0.40;3.65;3052.06;194;-8.47;-0.01;-0.32;1259.37;63;220.19;0.34;20.11;998.50;50;173.89;0.22;20.03;958.52;48;166.90;0.20;20.02;539.73;27;94.37;0.13;20.11;839.58;42;146.79;0.19;20.11;1838.08;92;320.68;0.45;20.06;7127.60;465;239.71;0.34;3.87;1393.22;78;212.69;0.37;17.56;1113.58;62;173.77;0.24;17.95;7405.78;482;317.05;0.37;4.92;7438.81;489;270.26;0.36;4.18;1567.08;98;222.34;0.31;16.32;1761.22;98;327.11;0.46;21.36;3267.96;204;276.34;0.38;9.72;4974.05;311;417.07;0.51;9.64;881.51;49;164.34;0.23;21.44;1097.39;61;204.59;0.26;21.44;593.67;33;110.68;0.16;21.44;6068.05;395;255.07;0.36;4.83;729.64;36;161.42;0.27;25.44;129.74;6;30.44;0.05;26.98;0.00;0;0.00;0.00;0.00;1538.03;97;82.08;0.13;6.14;1142.28;62;118.63;0.20;11.94;802.61;39;147.74;0.23;21.17;1077.51;49;245.71;0.40;26.22;307.86;14;70.20;0.09;26.22;87.96;4;20.06;0.03;26.22;0.00;0;0.00;0.00;0.00
5926;IMBO SUGAR BEANS;5;95342.53;3 691;18947.78;0.54;19.87;1631.14;71;347.18;0.41;21.28;1838.05;80;391.34;0.65;21.29;3168.02;138;672.44;1.21;21.23;1809.31;79;380.68;0.51;21.04;3023.28;157;189.27;0.36;6.26;1333.42;58;284.55;0.32;21.34;712.69;31;152.09;0.21;21.34;2404.05;113;369.95;0.49;15.39;848.33;37;179.23;0.22;21.13;1144.38;47;294.44;0.39;25.73;1175.58;42;416.06;0.52;35.39;811.71;29;287.28;0.44;35.39;1119.60;40;396.24;0.37;35.39;1735.38;62;614.18;0.60;35.39;3371.39;121;1183.24;1.86;35.10;4686.92;168;1648.82;2.61;35.18;5330.58;262;855.51;1.20;16.05;724.94;26;257.08;0.40;35.46;1017.84;36;374.58;0.49;36.80;724.75;25;311.01;0.40;42.91;289.90;10;70.92;0.11;24.46;1042.19;36;253.86;0.32;24.36;1707.51;59;415.52;0.49;24.33;1564.01;54;381.51;0.53;24.39;550.81;19;134.75;0.18;24.46;1591.55;55;387.15;0.55;24.33;4252.83;147;1033.81;1.46;24.31;6774.48;267;1176.15;2.04;17.36;7907.44;346;868.32;1.18;10.98;2087.56;79;318.02;0.37;15.23;1517.54;46;329.88;0.44;21.74;1218.98;37;263.69;0.37;21.63;1449.91;44;313.89;0.44;21.65;494.85;15;107.57;0.15;21.74;951.76;29;203.02;0.25;21.33;1317.95;40;285.21;0.40;21.64;951.76;29;203.02;0.26;21.33;1741.87;53;373.48;0.54;21.44;2075.07;63;448.50;0.64;21.61;5200.80;195;445.86;0.73;8.57;6220.11;255;241.86;0.42;3.89;1800.01;69;165.99;0.29;9.22;559.84;16;128.58;0.20;22.97;524.85;15;120.54;0.20;22.97;524.85;15;120.54;0.19;22.97;734.79;21;168.76;0.28;22.97;299.91;9;68.76;0.09;22.93;839.72;28;191.70;0.32;22.83;538.32;18;121.74;0.21;22.61
6150;AQULLE  WATER;5;97943.44;7 171;21638.11;0.62;25.41;2015.40;176;438.40;0.52;25.02;1562.07;136;342.86;0.57;25.24;1739.50;149;376.66;0.68;24.90;1473.82;118;323.74;0.43;25.26;1598.72;128;351.18;0.67;25.26;1423.86;114;312.77;0.35;25.26;1648.06;132;361.61;0.50;25.23;1747.97;140;383.55;0.51;25.23;1995.26;154;484.94;0.61;27.95;2260.26;174;553.03;0.74;28.14;2946.13;227;719.23;0.90;28.07;1880.95;145;458.60;0.70;28.04;2151.14;166;523.08;0.49;27.96;2090.09;161;510.58;0.50;28.09;1566.45;105;438.47;0.69;32.19;1019.32;68;287.29;0.45;32.41;1317.62;88;374.30;0.53;32.67;1293.92;108;217.52;0.34;19.33;1394.07;93;396.95;0.52;32.75;1571.70;105;446.21;0.58;32.65;1678.41;109;491.64;0.77;33.69;1870.83;117;570.52;0.72;35.07;1982.76;124;604.65;0.72;35.07;1740.51;109;529.42;0.74;34.98;1822.06;114;555.20;0.72;35.04;1456.26;94;412.41;0.58;32.57;1243.42;83;322.42;0.46;29.82;1123.50;75;291.28;0.51;29.81;912.89;61;236.13;0.32;29.75;1710.34;130;284.03;0.33;19.10;1858.01;124;451.67;0.61;27.96;1723.85;115;387.48;0.54;25.85;1903.73;127;427.91;0.60;25.85;3129.91;209;701.59;0.97;25.78;2978.51;199;666.59;0.82;25.74;2248.50;150;505.41;0.71;25.85;3220.62;288;283.80;0.37;10.13;1601.68;107;358.57;0.52;25.75;1274.15;85;286.40;0.41;25.85;1332.61;89;298.57;0.49;25.77;1033.56;69;231.84;0.40;25.80;3108.61;279;114.67;0.20;4.24;1888.74;126;424.54;0.65;25.85;3308.23;280;444.85;0.74;15.46;3083.79;248;470.08;0.74;17.53;4120.00;275;924.62;1.51;25.81;3417.72;228;768.22;1.03;25.85;2680.96;179;601.16;1.01;25.79;3792.97;291;691.44;1.17;20.96
6151;AQUELLE NATURAL SPARKLING;5;27851.90;3 517;6178.79;0.18;25.51;311.74;49;56.50;0.07;20.84;304.38;47;58.86;0.10;22.24;396.13;62;68.90;0.12;20.00;160.42;23;31.59;0.04;22.65;468.48;67;93.05;0.18;22.84;286.59;41;56.86;0.06;22.82;426.09;61;84.34;0.12;22.76;411.71;59;81.22;0.11;22.69;434.60;60;104.12;0.13;27.55;760.11;104;179.72;0.24;27.19;871.88;117;209.26;0.26;27.60;623.26;84;147.89;0.23;27.29;888.59;121;207.23;0.19;26.82;598.88;82;152.25;0.15;29.24;208.25;25;55.85;0.09;30.84;50.94;6;13.20;0.02;29.80;610.14;106;69.25;0.10;13.05;458.46;54;120.20;0.19;30.15;488.17;58;125.41;0.16;29.54;434.65;58;90.89;0.12;24.05;781.08;92;204.78;0.32;30.15;835.35;120;206.41;0.26;28.42;414.88;72;162.17;0.19;44.95;0.00;0;0.00;0.00;0.00;50.94;6;13.36;0.02;30.15;212.25;25;55.65;0.08;30.15;549.74;86;68.30;0.10;14.29;555.63;77;62.46;0.11;12.93;476.67;58;88.05;0.12;21.24;376.68;42;78.95;0.09;24.10;339.13;38;70.02;0.09;23.74;476.47;53;100.62;0.14;24.29;833.11;94;168.07;0.24;23.20;1130.04;126;236.86;0.33;24.10;824.12;93;169.13;0.21;23.60;907.09;101;205.91;0.29;26.11;1104.42;123;250.54;0.32;26.09;431.52;48;98.23;0.14;26.18;831.45;101;256.95;0.37;35.54;347.19;40;92.90;0.15;30.77;701.91;79;154.46;0.27;25.31;476.47;53;108.46;0.19;26.18;741.29;81;204.51;0.31;31.73;582.49;66;139.12;0.23;27.47;1047.61;119;224.23;0.35;24.61;1014.59;116;212.83;0.35;24.12;987.17;113;206.30;0.28;24.03;747.44;106;127.77;0.22;19.66;881.70;105;205.15;0.35;26.76
6152;AQUELLE NATURAL STILL;5;65430.14;4 785;14364.26;0.41;25.25;1137.51;99;249.95;0.30;25.27;631.95;55;138.86;0.23;25.27;947.69;81;206.27;0.37;25.03;674.46;54;148.15;0.20;25.26;636.99;51;139.92;0.27;25.26;511.47;41;111.95;0.13;25.17;549.56;44;120.72;0.17;25.26;622.63;50;135.55;0.18;25.04;1013.22;78;247.91;0.31;28.14;1246.39;96;304.56;0.41;28.10;1960.84;151;479.37;0.60;28.11;1610.76;124;394.12;0.60;28.14;1337.97;103;327.37;0.30;28.14;1286.01;99;314.66;0.31;28.14;1033.30;70;285.29;0.45;31.75;344.77;23;97.17;0.15;32.41;644.57;43;183.54;0.26;32.75;1105.05;95;167.25;0.26;17.41;1124.25;75;320.12;0.42;32.75;1421.80;95;403.53;0.52;32.64;1983.73;127;590.45;0.92;34.23;2078.70;130;633.91;0.80;35.07;1343.16;84;409.60;0.48;35.07;1471.08;92;448.61;0.63;35.07;1423.11;89;433.99;0.57;35.07;1343.19;89;233.95;0.33;20.03;1409.06;94;365.88;0.52;29.86;703.78;47;182.29;0.32;29.79;389.74;26;101.20;0.14;29.86;1286.50;98;210.80;0.25;18.84;689.54;46;161.27;0.22;26.90;749.50;50;168.47;0.23;25.85;884.41;59;198.79;0.28;25.85;1693.87;113;380.74;0.52;25.85;1034.31;69;232.49;0.29;25.85;1289.14;86;289.77;0.41;25.85;2906.85;265;225.95;0.29;8.94;1199.20;80;269.55;0.39;25.85;928.63;62;208.25;0.30;25.79;539.64;36;121.30;0.20;25.85;764.49;51;171.84;0.30;25.85;2559.14;213;329.37;0.58;14.80;1227.68;82;274.99;0.42;25.76;2554.11;211;396.29;0.66;17.84;2843.99;234;404.81;0.64;16.37;2353.43;157;528.99;0.87;25.85;2951.53;197;662.46;0.89;25.81;1858.76;124;417.80;0.70;25.85;3128.68;247;534.20;0.90;19.64
6153;AQUELLE NATURAL STILL;5;33740.63;4 255;7816.93;0.22;26.64;464.60;73;84.33;0.10;20.87;382.91;59;74.60;0.12;22.40;478.55;73;89.27;0.16;21.45;281.68;42;47.90;0.06;19.56;118.83;17;23.58;0.04;22.82;321.54;46;63.80;0.07;22.82;265.62;38;52.70;0.07;22.82;413.45;60;78.04;0.10;21.71;593.34;86;124.25;0.16;24.08;748.12;101;182.98;0.24;28.13;824.15;120;153.68;0.19;21.44;719.38;112;100.11;0.15;16.00;591.90;85;115.93;0.11;22.52;1226.61;164;318.85;0.31;29.89;713.09;91;151.08;0.24;24.36;457.59;56;107.70;0.17;27.07;764.93;122;115.71;0.16;17.40;421.09;51;103.17;0.16;28.18;144.33;17;37.84;0.05;30.15;343.75;47;68.05;0.09;22.76;390.12;46;102.03;0.16;30.08;945.89;125;343.80;0.43;41.80;628.73;91;383.21;0.45;70.09;0.00;0;0.00;0.00;0.00;67.92;8;17.81;0.02;30.15;322.62;38;84.58;0.12;30.15;355.22;53;52.73;0.07;17.07;759.61;109;65.00;0.11;9.84;282.71;34;53.70;0.07;21.84;735.83;82;154.50;0.18;24.15;315.72;36;61.59;0.08;22.43;472.35;54;91.38;0.13;22.25;914.25;105;174.84;0.25;21.99;1102.64;126;213.79;0.29;22.30;862.59;96;184.82;0.23;24.64;1426.09;161;310.96;0.44;25.08;1274.92;148;254.53;0.33;22.96;1791.05;200;403.25;0.58;25.89;1073.72;127;457.52;0.65;49.00;1392.10;165;484.41;0.80;40.02;665.26;74;151.44;0.26;26.18;800.11;89;182.14;0.32;26.18;755.19;81;211.26;0.32;32.17;690.25;75;180.45;0.30;30.06;1077.97;123;256.44;0.41;27.36;954.15;110;194.90;0.32;23.49;1140.90;130;241.87;0.32;24.38;1126.29;171;165.35;0.28;16.88;1140.97;138;245.06;0.41;24.70
6166;AQUELLE NATURAL STILL;5;154573.89;6 178;19634.15;0.56;14.61;3819.36;189;470.77;0.56;14.17;6017.83;317;501.35;0.83;9.58;2131.12;88;374.03;0.67;20.18;1295.52;48;216.31;0.29;19.20;2346.78;87;390.89;0.74;19.15;2321.14;86;387.56;0.44;19.20;4623.94;206;319.20;0.44;7.94;3543.29;136;529.71;0.71;17.19;890.67;33;148.71;0.19;19.20;3748.91;139;624.05;0.83;19.14;5233.36;194;871.91;1.10;19.16;5858.11;254;526.50;0.81;10.34;1236.14;46;202.60;0.19;18.85;6976.38;327;678.87;0.67;11.19;2307.73;77;450.47;0.71;22.45;629.79;21;123.21;0.19;22.50;689.77;23;150.84;0.21;25.15;488.93;17;102.80;0.16;24.18;4771.83;217;134.44;0.18;3.24;3946.59;141;801.90;1.04;23.37;2625.46;94;529.73;0.83;23.20;3946.59;141;801.90;1.01;23.37;2069.86;74;419.64;0.50;23.31;1147.59;41;233.18;0.33;23.37;1060.82;38;213.68;0.28;23.16;4015.21;169;370.08;0.52;10.60;2486.46;104;232.15;0.33;10.74;149.95;5;29.80;0.05;22.85;239.92;8;47.68;0.06;22.85;2848.93;107;402.00;0.47;16.23;3296.08;132;332.61;0.45;11.60;2510.87;98;290.98;0.40;13.33;4894.66;207;97.19;0.14;2.28;5382.65;205;556.25;0.77;11.88;3891.20;130;768.23;0.95;22.70;1079.64;36;214.55;0.30;22.85;599.80;20;119.19;0.15;22.85;2163.06;94;136.23;0.20;7.24;4264.48;152;724.23;1.03;19.53;1499.50;50;297.98;0.49;22.85;989.67;33;196.67;0.34;22.85;1349.55;45;268.18;0.47;22.85;3898.38;162;317.18;0.48;9.36;7085.18;272;888.80;1.48;14.43;6927.33;267;895.75;1.42;14.87;6203.72;262;369.35;0.60;6.85;9604.28;372;1216.59;1.63;14.57;5435.87;213;652.28;1.10;13.80;29.99;1;5.96;0.01;22.85
7054;C/BOS SALT IOD BLUE POLY;5;36941.54;2 985;11332.33;0.32;35.28;556.03;62;138.82;0.16;28.71;905.74;101;226.10;0.37;28.71;678.49;74;168.36;0.30;28.54;680.93;72;168.05;0.22;28.38;644.38;68;159.83;0.30;28.52;512.46;54;127.57;0.14;28.63;577.48;61;142.88;0.20;28.45;473.08;50;116.89;0.16;28.41;764.46;81;187.68;0.23;28.23;787.67;83;196.09;0.26;28.63;1281.16;110;381.26;0.48;34.22;932.82;78;283.46;0.43;34.95;597.10;50;180.96;0.17;34.85;1089.29;91;331.58;0.33;35.01;969.39;81;307.94;0.48;36.53;1124.66;94;357.88;0.57;36.59;945.41;79;303.52;0.43;36.92;966.99;81;309.16;0.48;36.77;886.06;74;265.73;0.35;34.49;978.98;82;262.74;0.34;30.86;834.50;70;223.23;0.35;30.76;766.16;64;206.87;0.26;31.05;728.39;61;195.56;0.23;30.88;753.57;63;203.10;0.28;30.99;646.26;54;174.39;0.23;31.03;896.85;75;241.56;0.34;30.97;1294.80;90;430.49;0.61;38.23;941.37;63;323.72;0.56;39.55;762.24;51;262.22;0.35;39.56;1134.74;76;389.76;0.46;39.50;1002.08;67;345.10;0.46;39.60;966.85;65;330.17;0.46;39.27;972.10;65;334.74;0.47;39.60;851.43;57;292.64;0.40;39.53;837.94;56;288.77;0.36;39.63;898.65;60;310.14;0.44;39.69;852.18;57;293.30;0.38;39.58;538.14;36;185.17;0.27;39.57;461.69;31;157.97;0.22;39.35;433.96;29;149.56;0.25;39.63;445.95;30;152.14;0.26;39.23;506.66;34;173.51;0.30;39.38;374.00;25;128.84;0.20;39.62;625.83;42;214.29;0.36;39.38;404.73;27;139.86;0.22;39.74;403.23;27;138.55;0.23;39.51;507.41;34;174.16;0.23;39.47;464.69;31;160.58;0.27;39.74;282.56;19;95.44;0.16;38.84
7367;SPAR S/FLOWER COOKING OIL.;5;1502054.79;22 731;41865.54;1.19;2.79;51579.14;856;1730.25;2.04;3.35;25201.75;365;2799.46;4.64;11.11;12554.28;132;1519.05;2.73;12.10;33356.02;398;1186.22;1.58;3.56;25725.02;298;1388.98;2.63;5.40;17178.00;200;575.93;0.65;3.35;45653.44;556;323.51;0.44;0.71;27924.97;351;1543.37;2.06;5.53;57935.47;881;1588.65;1.99;2.74;44068.67;633;1507.36;2.01;3.42;24696.70;330;1921.74;2.42;7.78;40814.42;558;2347.21;3.59;5.75;40200.27;564;2968.06;2.76;7.38;50096.99;701;3229.31;3.18;6.45;46036.48;652;1636.39;2.57;3.55;58566.85;931;-5377.33;-8.50;-9.18;59872.24;986;-698.81;-0.98;-1.17;39740.05;595;955.73;1.48;2.40;30085.75;425;1193.33;1.55;3.97;12213.33;167;634.28;0.82;5.19;56840.59;941;1817.04;2.84;3.20;34684.36;564;1110.79;1.40;3.20;40289.48;652;-1953.83;-2.31;-4.85;10368.78;122;2088.75;2.92;20.14;30325.04;496;1203.09;1.57;3.97;24110.22;378;1355.40;1.91;5.62;37268.80;620;1790.07;2.53;4.80;37790.90;620;-3487.90;-6.06;-9.23;21211.61;339;1897.19;2.57;8.94;35939.18;582;3307.89;3.87;9.20;22591.04;396;868.74;1.17;3.85;30429.87;513;-52.15;-0.07;-0.17;91350.10;1 568;-160.71;-0.23;-0.18;42551.48;711;668.72;0.92;1.57;16902.47;253;673.71;0.83;3.99;18629.34;266;846.17;1.19;4.54;12918.18;182;739.09;0.95;5.72;23816.23;377;710.33;1.03;2.98;10863.39;161;522.22;0.74;4.81;25301.01;399;662.37;1.09;2.62;14887.82;218;1334.45;2.30;8.96;13957.92;208;824.91;1.44;5.91;20156.96;304;774.49;1.18;3.84;19812.01;299;669.43;1.11;3.38;20341.91;309;361.09;0.57;1.78;18287.22;278;-911.40;-1.49;-4.98;14297.88;212;679.03;0.91;4.75;5507.21;79;213.12;0.36;3.87;7123.95;105;340.75;0.58;4.78
7368;SAVEMOR OIL COOKING;5;308917.09;4 272;26262.74;0.75;8.50;2747.24;37;401.11;0.47;14.60;7977.07;93;1042.24;1.73;13.07;45174.17;583;3295.89;5.93;7.30;33690.42;398;4138.20;5.52;12.28;20797.76;224;2188.83;4.15;10.52;28946.64;336;1465.20;1.65;5.06;4464.53;47;559.98;0.77;12.54;12808.27;173;1502.11;2.00;11.73;12426.39;161;-734.00;-0.92;-5.91;1790.79;21;345.72;0.46;19.31;0.00;0;0.00;0.00;0.00;3144.63;37;614.27;0.94;19.53;1869.78;22;365.24;0.34;19.53;1104.87;13;215.82;0.21;19.53;1019.88;12;199.22;0.31;19.53;18946.90;310;476.63;0.75;2.52;656.91;9;44.46;0.06;6.77;6553.94;106;245.43;0.38;3.74;3061.59;41;506.04;0.66;16.53;11360.43;157;1547.38;2.00;13.62;4757.39;61;955.23;1.49;20.08;1559.80;20;313.19;0.39;20.08;2963.62;38;595.06;0.70;20.08;1559.80;20;313.19;0.44;20.08;389.95;5;78.30;0.10;20.08;155.98;2;31.32;0.04;20.08;389.95;5;78.30;0.11;20.08;155.98;2;31.32;0.05;20.08;1099.63;17;147.82;0.20;13.44;8260.37;163;241.48;0.28;2.92;16995.71;329;-20.79;-0.03;-0.12;3587.54;46;720.34;1.00;20.08;1013.87;13;203.57;0.29;20.08;6305.87;113;174.13;0.24;2.76;9046.38;162;253.53;0.31;2.80;935.88;12;187.91;0.27;20.08;1247.84;16;250.55;0.32;20.08;155.98;2;31.32;0.05;20.08;467.94;6;93.96;0.13;20.08;1091.86;14;219.23;0.36;20.08;779.90;10;156.60;0.27;20.08;155.98;2;31.32;0.05;20.08;4109.36;64;304.32;0.46;7.41;1871.76;24;375.83;0.63;20.08;623.92;8;125.28;0.20;20.08;3491.55;45;692.58;1.13;19.84;1169.85;15;240.79;0.32;20.58;7443.73;127;479.84;0.81;6.45;8587.49;151;537.47;0.91;6.26
