;;;Totals; ; ; ; ;01/03/22; ; ; ; ;01/04/22; ; ; ; ;01/05/22; ; ; ; ;01/06/22; ; ; ; ;01/07/22; ; ; ; ;01/08/22; ; ; ; ;01/09/22; ; ; ; ;01/10/22; ; ; ; ;01/11/22; ; ; ; ;01/12/22; ; ; ; ;01/01/23; ; ; ; ;01/02/23; ; ; ; ;01/03/23; ; ; ; ;01/04/23; ; ; ; ;01/05/23; ; ; ; ;01/06/23; ; ; ; ;01/07/23; ; ; ; ;01/08/23; ; ; ; ;01/09/23; ; ; ; ;01/10/23; ; ; ; ;01/11/23; ; ; ; ;01/12/23; ; ; ; ;01/01/24; ; ; ; ;01/02/24; ; ; ; ;01/03/24; ; ; ; ;01/04/24; ; ; ; ;01/05/24; ; ; ; ;01/06/24; ; ; ; ;01/07/24; ; ; ; ;01/08/24; ; ; ; ;01/09/24; ; ; ; ;01/10/24; ; ; ; ;01/11/24; ; ; ; ;01/12/24; ; ; ; ;01/01/25; ; ; ; ;01/02/25; ; ; ; ;01/03/25; ; ; ; ;01/04/25; ; ; ; ;01/05/25; ; ; ; ;01/06/25; ; ; ; ;01/07/25; ; ; ; ;01/08/25; ; ; ; ;01/09/25; ; ; ; ;01/10/25; ; ; ; ;01/11/25; ; ; ; ;01/12/25; ; ; ; ;01/01/26; ; ; ; ;01/02/26; ; ; ; ;01/03/26; ; ; ; 
2816;NESCAFE GOLD CAPP W/CHOC;5;35723.92;5 184;6225.15;0.18;20.04;984.39;175;121.34;0.14;14.17;1236.03;211;189.03;0.31;17.59;1669.41;273;305.60;0.55;21.05;1694.64;288;264.57;0.35;17.95;1894.27;328;140.18;0.27;8.51;1639.65;320;-48.46;-0.05;-3.40;1024.20;175;84.38;0.12;9.47;1507.94;250;159.50;0.21;12.16;1177.38;214;37.91;0.05;3.70;1158.54;217;7.70;0.01;0.76;1588.85;246;228.27;0.29;16.52;772.59;91;226.23;0.35;33.67;942.39;111;275.95;0.26;33.67;711.89;84;207.72;0.20;33.56;1332.93;157;390.30;0.61;33.67;2103.87;262;546.54;0.86;29.87;1938.41;239;502.46;0.71;29.81;1621.01;206;383.30;0.59;27.19;1844.64;242;373.43;0.49;23.28;699.72;93;117.80;0.15;19.36;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;187.00;20;49.29;0.07;30.31;727.84;92;147.00;0.19;23.23;612.12;67;176.54;0.25;33.17;884.91;112;162.35;0.23;21.10;581.15;85;75.52;0.13;14.94;967.16;122;198.24;0.27;23.57;828.03;100;171.22;0.20;23.78;539.40;60;139.76;0.19;29.80;325.94;44;41.95;0.06;14.80;143.39;16;36.88;0.05;29.58;143.84;16;37.27;0.05;29.80;17.98;2;4.66;0.01;29.80;181.65;21;44.02;0.06;27.87;618.44;73;140.89;0.18;26.20;423.78;52;83.13;0.12;22.56;419.06;50;90.00;0.13;24.70;579.48;70;112.70;0.19;22.37;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00
2828;NESCAFE GOLD CAPPUC UNSWT;5;50660.01;6 832;9971.81;0.28;22.64;589.29;90;134.61;0.16;26.27;1312.22;222;209.10;0.35;18.33;2146.26;364;338.23;0.61;18.12;1514.43;285;120.45;0.16;9.15;104.85;15;26.98;0.05;29.59;0.00;0;0.00;0.00;0.00;1973.01;298;342.77;0.47;19.98;1691.41;252;309.82;0.41;21.07;984.07;148;173.88;0.22;20.32;1058.19;157;196.86;0.26;21.39;1523.26;200;373.98;0.47;28.23;1476.50;202;294.80;0.45;22.96;1768.42;226;431.13;0.40;28.04;877.35;107;238.98;0.23;31.32;2338.33;300;564.35;0.89;27.76;1400.28;186;306.87;0.49;25.20;5731.25;798;1025.99;1.44;20.59;2988.97;406;576.46;0.89;22.18;2322.65;306;473.78;0.62;23.46;1375.44;184;225.29;0.29;18.84;723.73;89;111.38;0.17;17.70;1209.59;117;376.81;0.48;35.83;549.75;63;115.05;0.14;24.07;1098.50;126;234.52;0.33;24.55;389.91;47;90.82;0.12;26.79;629.02;67;186.21;0.26;34.04;59.94;6;19.19;0.03;36.82;439.78;60;69.12;0.12;18.07;1686.68;208;371.46;0.50;25.33;1956.96;229;444.94;0.52;26.15;366.76;43;82.93;0.11;26.00;811.76;100;157.07;0.22;22.25;660.70;78;146.45;0.21;25.49;811.25;97;173.09;0.24;24.54;425.48;52;85.04;0.10;22.99;760.34;88;183.70;0.26;27.78;25.95;3;6.16;0.01;27.31;808.60;101;148.84;0.21;21.17;815.26;102;149.14;0.21;21.04;724.95;100;61.51;0.10;9.76;382.91;47;59.30;0.10;17.81;346.95;43;51.32;0.09;17.01;258.43;31;44.22;0.07;19.68;560.88;69;85.96;0.14;17.62;0.00;0;0.00;0.00;0.00;159.99;20;22.67;0.04;16.29;319.98;40;45.34;0.06;16.29;98.89;11;21.94;0.04;25.52;400.89;49;63.29;0.11;18.16
2839;NESTLE HOT CHOCOLATE;5;26919.98;4 233;5289.44;0.15;22.60;45.59;10;6.78;0.01;17.11;525.49;110;95.50;0.16;20.90;335.93;70;62.10;0.11;21.26;767.84;160;141.95;0.19;21.26;818.57;160;186.06;0.35;26.14;1297.46;239;342.90;0.39;30.39;314.08;51;105.53;0.14;38.64;354.21;65;94.43;0.13;30.66;219.04;34;78.75;0.10;41.34;347.88;67;82.35;0.11;27.22;234.83;44;59.62;0.08;29.20;73.95;14;18.30;0.03;28.46;425.24;80;106.90;0.10;28.91;579.01;103;165.04;0.16;32.78;1970.14;361;526.96;0.83;30.76;945.84;178;237.58;0.38;28.89;1132.97;193;354.15;0.50;35.95;606.90;105;161.38;0.25;30.58;491.36;85;120.54;0.16;28.21;355.15;62;85.09;0.11;27.55;277.84;52;53.95;0.08;22.33;125.94;24;22.91;0.03;20.92;166.81;28;44.01;0.05;30.34;329.68;50;48.60;0.07;16.95;209.70;30;39.50;0.05;21.66;0.00;0;0.00;0.00;0.00;69.99;10;13.24;0.02;21.76;836.38;120;155.89;0.27;21.43;1015.35;137;157.69;0.21;17.86;1173.26;151;214.57;0.25;21.03;586.62;76;104.61;0.14;20.51;329.74;44;51.97;0.07;18.12;419.63;55;71.44;0.10;19.58;309.69;40;55.88;0.08;20.75;279.65;35;54.80;0.07;22.53;144.31;19;21.34;0.03;17.01;541.16;79;47.48;0.06;10.09;770.96;101;107.91;0.16;16.10;1614.91;217;195.75;0.28;13.94;0.00;0;0.00;0.00;0.00;1111.57;147;147.91;0.26;15.30;1150.87;149;170.95;0.30;17.08;628.81;79;106.82;0.16;19.54;642.15;83;94.97;0.16;17.01;205.82;27;23.30;0.04;13.02;510.47;69;46.05;0.08;10.37;332.86;43;41.52;0.06;14.34;462.80;58;68.02;0.11;16.90;831.53;119;96.45;0.16;13.34
2861;NESTLE TREAT CARAMEL;5;152106.65;4 049;17272.27;0.49;13.06;2302.70;70;291.34;0.34;14.55;2108.06;64;268.74;0.45;14.66;3031.78;92;387.57;0.70;14.70;2926.21;89;369.10;0.49;14.51;2302.37;63;412.06;0.78;20.58;2471.38;62;544.82;0.61;25.35;2691.69;71;560.51;0.77;23.95;5284.48;172;455.16;0.61;9.91;5275.78;181;352.25;0.44;7.68;7957.44;276;394.44;0.53;5.70;1672.27;43;381.95;0.48;26.27;1553.66;40;353.61;0.54;26.17;1903.67;49;433.56;0.40;26.19;1942.56;50;442.44;0.44;26.19;2547.95;76;329.38;0.52;14.87;3900.96;124;233.00;0.37;6.87;2303.36;64;394.00;0.55;19.67;1751.55;45;292.29;0.45;19.19;2492.37;63;437.65;0.57;20.19;1235.68;32;197.25;0.26;18.36;2486.97;58;504.00;0.79;23.31;11206.15;344;-38.69;-0.05;-0.40;2830.89;66;573.24;0.68;23.29;2155.73;47;449.16;0.63;23.96;1799.01;34;395.76;0.52;25.30;476.91;9;105.37;0.15;25.41;1475.77;28;320.91;0.45;25.01;2540.87;48;559.67;0.97;25.33;2646.85;50;585.78;0.79;25.45;1640.04;31;444.22;0.52;31.15;2861.46;54;710.41;0.95;28.55;5885.22;153;409.45;0.57;8.00;2792.57;53;606.69;0.85;24.98;11403.56;314;426.62;0.59;4.30;2481.34;48;588.06;0.72;27.25;4328.80;120;145.19;0.20;3.86;5181.17;133;228.85;0.29;5.08;2548.45;55;333.01;0.48;15.03;1269.11;24;278.68;0.40;25.25;1483.72;28;327.82;0.54;25.41;1322.10;25;290.39;0.50;25.26;1261.16;24;271.77;0.48;24.78;1199.76;24;290.64;0.44;27.86;3643.37;93;8.00;0.01;0.25;3594.42;93;210.37;0.33;6.73;7996.86;214;303.14;0.50;4.36;919.80;20;129.82;0.17;16.23;2933.19;81;111.47;0.19;4.37;2085.48;52;171.35;0.29;9.45
2868;CREMORA COFFEE CREAMER;5;224624.80;4 302;11363.16;0.32;5.82;3299.25;75;265.59;0.31;9.26;1849.63;37;183.34;0.30;11.40;6856.95;155;177.03;0.32;2.97;6009.62;138;399.62;0.53;7.65;7542.34;166;438.05;0.83;6.68;4933.90;110;234.59;0.26;5.47;9047.86;214;337.63;0.46;4.29;4858.94;106;328.18;0.44;7.77;6428.08;142;275.77;0.35;4.93;3290.29;71;187.68;0.25;6.56;2789.44;56;268.79;0.34;11.08;5132.85;115;179.08;0.27;4.01;3776.21;79;342.54;0.32;10.43;2407.81;44;314.05;0.31;15.00;7760.46;179;-488.94;-0.77;-7.25;2069.69;36;250.01;0.40;13.89;5768.76;124;295.03;0.41;5.88;1258.60;20;203.27;0.31;18.57;7327.62;138;603.11;0.79;9.47;2913.22;48;423.42;0.55;16.71;6793.68;132;257.55;0.40;4.36;3406.22;63;250.30;0.32;8.45;1502.31;24;236.96;0.28;18.14;944.85;15;153.24;0.21;18.65;4635.47;88;241.12;0.31;5.98;3850.76;74;112.45;0.16;3.36;8516.39;161;291.23;0.41;3.93;3120.45;55;203.88;0.35;7.51;7552.18;132;295.53;0.40;4.50;5173.67;88;226.49;0.26;5.03;6418.52;103;260.15;0.35;4.66;4222.88;67;195.58;0.27;5.33;8609.47;153;235.60;0.33;3.15;4347.26;74;163.07;0.22;4.31;3679.97;58;179.56;0.22;5.61;2269.77;33;210.11;0.30;10.65;3733.97;58;131.30;0.17;4.04;8804.80;161;173.60;0.25;2.27;5735.99;101;222.52;0.32;4.46;6716.82;118;283.39;0.47;4.85;4978.76;79;232.62;0.40;5.37;3947.39;61;237.54;0.42;6.92;7577.89;132;235.00;0.36;3.57;3752.40;60;174.42;0.29;5.35;7775.61;139;799.41;1.26;11.82;1235.80;20;142.68;0.23;13.28;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00
2881;MAGGI 2MIN NDLES MPK BEEF;5;133319.83;4 372;14465.30;0.41;12.48;4054.30;170;359.91;0.43;10.21;4205.47;191;177.77;0.29;4.86;3265.68;132;198.65;0.36;7.00;3346.73;127;406.82;0.54;13.98;4862.06;194;338.25;0.64;8.00;4722.94;186;321.67;0.36;7.83;4286.25;175;129.44;0.18;3.47;4222.36;164;334.81;0.45;9.12;4017.32;148;373.59;0.47;10.69;2719.10;90;498.46;0.67;21.08;4686.59;166;578.47;0.73;14.19;2744.09;91;488.63;0.75;20.48;5298.00;200;354.45;0.33;7.69;2614.25;75;748.68;0.74;32.93;4968.20;180;515.58;0.81;11.93;3814.02;131;569.52;0.90;17.17;3214.16;84;787.85;1.11;28.19;2989.25;75;650.24;1.01;25.02;2746.28;72;433.59;0.56;18.16;1469.65;35;264.58;0.34;20.70;2495.24;76;166.57;0.26;7.68;2255.32;68;169.92;0.21;8.66;4302.46;134;231.29;0.27;6.18;881.79;21;158.75;0.22;20.70;2003.41;59;165.12;0.22;9.48;1717.39;41;306.29;0.43;20.51;3520.89;111;167.59;0.24;5.47;3925.81;119;264.50;0.46;7.75;1721.59;41;313.49;0.42;20.94;1376.00;43;13.13;0.02;1.10;1469.65;35;273.18;0.37;21.38;1971.43;47;353.47;0.49;20.62;2211.38;62;125.58;0.18;6.53;1499.62;38;203.08;0.28;15.57;2575.34;66;428.30;0.53;19.13;2132.64;61;272.79;0.39;14.71;2204.37;63;283.31;0.36;14.78;1294.63;37;166.39;0.24;14.78;3122.05;95;236.07;0.34;8.70;2010.45;55;219.71;0.36;12.57;2069.43;57;214.66;0.37;11.93;1239.69;31;222.21;0.39;20.61;1290.63;37;100.86;0.15;8.99;1907.47;53;235.49;0.39;14.20;1836.24;57;81.35;0.13;5.09;439.89;11;79.80;0.13;20.86;1439.64;36;258.04;0.35;20.61;1839.43;57;127.99;0.22;8.00;2319.25;75;95.42;0.16;4.73
2883;MAGGI 2MIN NDLES MPK CHIC;5;100986.37;3 204;11390.86;0.33;12.97;2548.91;109;197.80;0.23;8.92;2169.08;97;94.48;0.16;5.01;2292.07;93;132.80;0.24;6.66;2006.24;76;246.47;0.33;14.13;3600.57;143;264.71;0.50;8.45;3077.17;123;178.69;0.20;6.68;3238.67;133;81.36;0.11;2.89;3454.68;132;320.93;0.43;10.68;2242.17;83;198.13;0.25;10.16;2779.34;91;533.87;0.71;22.09;2274.19;81;269.77;0.34;13.64;1274.63;37;354.57;0.54;31.99;2669.06;94;342.65;0.32;14.76;1784.49;51;515.77;0.51;33.24;2092.50;75;235.90;0.37;12.96;1464.62;49;252.17;0.40;19.80;2032.72;53;503.72;0.71;28.50;2389.40;60;518.45;0.80;24.95;2196.38;62;298.63;0.39;15.64;1462.64;36;247.32;0.32;19.45;1451.56;44;99.97;0.16;7.92;1463.60;40;178.49;0.23;14.02;3742.88;112;277.46;0.33;8.52;923.78;22;166.31;0.23;20.70;2774.23;77;310.87;0.40;12.89;1635.51;39;292.99;0.41;20.60;2708.46;84;148.62;0.21;6.31;1871.42;58;106.23;0.18;6.53;1365.69;33;238.51;0.32;20.08;1222.79;38;17.51;0.02;1.65;2257.27;65;146.77;0.20;7.48;839.80;20;151.19;0.21;20.70;2575.28;72;152.26;0.21;6.80;1239.68;32;150.77;0.21;13.99;2405.28;62;393.21;0.48;18.80;2480.79;71;316.24;0.45;14.66;2307.59;66;295.28;0.38;14.72;1784.49;51;229.35;0.33;14.78;3029.09;91;254.86;0.36;9.68;1634.89;46;140.84;0.23;9.91;2391.41;64;304.03;0.52;14.62;1199.70;30;215.04;0.38;20.61;1589.55;45;139.95;0.21;10.12;971.23;27;120.10;0.20;14.22;1984.63;61;103.96;0.16;6.02;759.81;19;145.70;0.24;22.05;959.76;24;172.03;0.23;20.61;1567.56;44;192.49;0.32;14.12;2799.11;89;141.65;0.24;5.82
2929;NOLA MAYONNAISE  PET;5;496996.82;13 799;15675.13;0.45;3.63;12618.03;457;53.76;0.06;0.49;3324.82;118;4.75;0.01;0.16;8799.04;306;-173.84;-0.31;-2.27;4577.48;152;173.14;0.23;4.35;5103.41;169;-389.43;-0.74;-8.78;5816.23;177;-222.44;-0.25;-4.40;6977.75;210;227.78;0.31;3.75;7311.65;235;-868.67;-1.16;-13.66;10150.53;327;272.02;0.34;3.08;11782.43;317;998.54;1.33;9.75;11788.55;325;774.65;0.97;7.56;9328.20;270;356.14;0.55;4.39;13139.14;386;392.49;0.36;3.44;14843.56;444;311.27;0.31;2.41;7168.54;211;164.04;0.26;2.63;5982.32;168;74.98;0.12;1.44;9385.21;268;125.56;0.18;1.54;5869.33;167;412.84;0.64;8.09;8347.58;242;317.78;0.41;4.38;16674.14;488;607.20;0.79;4.19;14696.89;411;286.83;0.45;2.24;10088.36;264;760.48;0.96;8.67;14783.87;413;476.78;0.56;3.71;9998.19;281;280.04;0.39;3.22;9996.54;281;526.66;0.69;6.06;10729.98;297;312.61;0.44;3.35;11086.08;292;674.22;0.95;6.99;7863.29;201;642.64;1.12;9.40;7403.65;200;377.45;0.51;5.86;10353.28;282;223.32;0.26;2.48;13546.01;364;535.56;0.72;4.55;13479.23;377;417.17;0.58;3.56;12912.30;345;473.29;0.67;4.22;11777.04;296;883.10;1.22;8.62;13620.13;347;524.66;0.65;4.43;11295.87;293;490.69;0.69;5.00;12946.65;365;587.01;0.76;5.21;9862.82;248;444.17;0.64;5.18;10083.50;250;455.02;0.65;5.19;6368.17;148;581.56;0.96;10.50;7869.94;206;288.76;0.50;4.22;12200.92;308;307.74;0.54;2.90;9558.77;223;593.84;0.91;7.14;13065.73;337;-67.88;-0.11;-0.60;22967.31;619;-671.50;-1.06;-3.36;3052.84;66;305.86;0.50;11.52;8907.86;214;450.94;0.61;5.82;6838.40;160;440.13;0.74;7.40;10655.26;274;461.42;0.78;4.98
2946;YUM YUM P/BUTTER SMOOTH;5;255712.39;7 315;12219.72;0.35;5.50;2082.31;69;169.38;0.20;9.35;3631.71;129;107.28;0.18;3.40;5892.07;208;354.87;0.64;6.93;5538.28;187;313.73;0.42;6.51;4211.70;145;-76.36;-0.14;-2.09;3074.05;105;-28.43;-0.03;-1.06;4958.30;170;194.81;0.27;4.52;7992.31;269;131.71;0.18;1.90;2313.59;61;443.24;0.55;22.03;6973.72;228;218.87;0.29;3.61;7110.50;250;314.28;0.40;5.08;2811.26;74;547.44;0.84;22.39;5766.24;176;507.01;0.47;10.11;8401.22;278;548.59;0.54;7.51;8468.38;282;345.77;0.54;4.70;1899.50;50;369.89;0.58;22.39;9648.82;318;415.70;0.58;4.95;1739.60;40;328.75;0.51;21.73;8841.27;273;214.28;0.28;2.79;7182.74;196;492.67;0.64;7.89;2532.11;59;384.96;0.60;17.48;7327.94;206;228.97;0.29;3.59;4271.73;127;181.84;0.22;4.90;6172.17;183;147.87;0.21;2.76;986.62;23;84.37;0.11;9.83;7465.18;207;206.49;0.29;3.18;6302.00;175;207.73;0.29;3.79;2085.17;48;262.76;0.46;14.49;5327.91;139;203.59;0.28;4.39;2989.22;78;115.07;0.13;4.43;4304.91;109;254.75;0.34;6.81;2320.45;55;217.73;0.30;10.79;7204.06;189;248.97;0.35;3.97;6998.61;189;118.79;0.16;1.95;6000.49;151;294.38;0.36;5.64;8885.92;228;308.97;0.44;4.00;5939.19;151;199.11;0.26;3.86;5686.98;147;216.13;0.31;4.37;3793.63;91;301.07;0.43;9.13;549.89;11;71.52;0.12;14.96;4406.87;113;154.61;0.27;4.03;5938.52;148;161.99;0.28;3.14;2708.86;64;127.59;0.19;5.42;4732.86;114;186.37;0.31;4.53;6594.34;166;251.97;0.40;4.39;7458.16;184;217.61;0.36;3.36;8489.91;209;353.66;0.48;4.79;4752.85;115;241.03;0.41;5.83;4948.27;128;356.32;0.60;8.28
3037;SPAR PEANUT BUTTER SMOOTH;5;144013.27;4 388;8107.48;0.23;6.47;3932.56;144;190.44;0.22;5.57;1473.51;49;168.26;0.28;13.13;5877.92;208;243.70;0.44;4.77;2259.25;75;162.29;0.22;8.26;7124.75;245;13.02;0.02;0.21;3768.91;129;139.92;0.16;4.27;1379.55;45;89.14;0.12;7.43;5486.11;189;29.83;0.04;0.63;5688.57;203;199.84;0.25;4.04;3354.22;118;142.82;0.19;4.90;3018.00;100;140.75;0.18;5.36;5078.56;164;273.37;0.42;6.19;1457.53;47;81.11;0.08;6.40;1759.91;49;313.71;0.31;20.50;1184.07;33;210.25;0.33;20.42;1759.91;49;303.12;0.48;19.81;5746.03;197;178.57;0.25;3.57;4780.38;162;199.12;0.31;4.79;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;5597.57;183;368.22;0.58;7.57;2012.34;66;121.37;0.15;6.94;2869.16;84;255.48;0.30;10.24;999.75;25;163.89;0.23;18.85;7804.37;233;533.45;0.69;7.86;2031.49;51;327.37;0.46;18.53;3935.59;116;232.71;0.33;6.80;2035.49;51;330.85;0.57;18.69;827.56;19;136.18;0.18;18.92;4573.75;125;219.78;0.26;5.53;3459.29;96;27.17;0.04;0.90;3339.10;90;190.29;0.26;6.55;6257.98;177;149.95;0.21;2.76;2002.22;53;133.83;0.18;7.69;3384.09;91;192.87;0.24;6.55;492.64;11;81.41;0.11;19.00;4741.01;124;261.04;0.34;6.33;807.57;18;134.46;0.19;19.15;3356.91;84;219.15;0.31;7.51;4086.35;115;131.45;0.22;3.70;447.65;10;68.14;0.12;17.51;625.36;14;90.81;0.16;16.70;3843.91;109;-46.90;-0.07;-1.40;449.90;10;67.66;0.11;17.30;3551.08;92;222.60;0.35;7.21;0.00;0;0.00;0.00;0.00;179.96;4;27.06;0.04;17.30;852.56;19;126.60;0.21;17.08;4318.88;112;261.33;0.44;6.96
3051;SPAR BAKED BEANS TOM SCE;5;107557.97;8 371;2892.02;0.08;3.09;3071.72;332;-53.47;-0.06;-2.00;1736.85;168;162.72;0.27;10.77;3232.51;315;33.55;0.06;1.19;1971.10;162;256.47;0.34;14.96;3372.64;316;81.40;0.15;2.78;2703.78;222;71.08;0.08;3.02;1372.46;109;58.23;0.08;4.88;1371.87;113;54.20;0.07;4.54;1421.35;115;67.64;0.08;5.47;1369.95;105;81.94;0.11;6.88;4279.63;337;121.79;0.15;3.27;1558.21;104;202.28;0.31;14.93;464.69;31;60.49;0.06;14.97;3885.44;310;-18.53;-0.02;-0.55;3287.56;269;84.44;0.13;2.95;5500.78;428;378.94;0.60;7.92;4310.07;343;201.47;0.28;5.38;4795.34;378;216.34;0.34;5.19;4465.26;340;153.38;0.20;3.95;3998.89;323;-264.03;-0.34;-7.59;1390.66;98;126.48;0.20;10.46;2009.58;142;136.40;0.17;7.81;3859.16;284;106.86;0.13;3.18;3434.81;239;141.76;0.20;4.75;3277.13;227;149.44;0.19;5.24;718.75;45;95.58;0.13;15.29;558.05;35;73.49;0.10;15.14;2458.31;169;149.38;0.26;6.99;941.81;59;124.83;0.17;15.24;1892.14;136;76.19;0.09;4.63;2336.55;169;80.56;0.11;3.97;1329.32;88;39.85;0.06;3.45;4280.58;284;-107.69;-0.15;-2.89;2405.54;166;160.94;0.22;7.69;1356.88;92;107.52;0.13;9.11;3629.80;352;-1012.37;-1.43;-32.07;366.17;23;47.81;0.06;15.02;821.46;62;44.34;0.06;6.21;334.19;21;43.54;0.06;14.98;2403.65;195;-301.54;-0.50;-14.43;836.91;59;33.61;0.06;4.62;383.72;28;4.25;0.01;1.27;1599.20;122;236.27;0.36;16.99;1384.31;89;42.95;0.07;3.57;1544.39;106;31.17;0.05;2.32;584.64;36;53.08;0.09;10.44;763.70;45;84.08;0.11;12.66;1472.30;100;80.47;0.14;6.29;1014.16;80;92.46;0.16;10.48
3058;SPAR TOMATO ONION MIX;5;69805.32;3 603;10940.57;0.31;18.02;1331.12;88;70.45;0.08;6.09;2532.45;165;163.96;0.27;7.45;791.56;44;144.80;0.26;21.04;2186.78;142;147.49;0.20;7.76;1197.49;71;485.90;0.92;46.66;701.84;36;328.69;0.37;53.86;1869.79;121;150.23;0.21;9.24;2346.66;134;893.10;1.19;43.77;1296.31;59;275.27;0.34;24.42;417.81;19;88.95;0.12;24.48;1812.79;101;109.04;0.14;6.92;4162.71;229;371.72;0.57;10.27;2476.04;116;431.88;0.40;20.06;2897.42;158;219.44;0.22;8.71;1559.87;68;364.41;0.57;26.87;2865.19;136;516.62;0.82;20.74;1958.54;101;238.92;0.34;14.03;1309.28;57;311.08;0.48;27.32;3281.24;176;303.45;0.40;10.64;1987.83;87;465.70;0.60;26.94;2319.69;101;550.99;0.86;27.32;412.67;18;97.55;0.12;27.19;596.59;26;141.35;0.17;27.25;593.14;26;138.35;0.19;26.82;2039.17;118;63.94;0.08;3.61;459.80;20;109.50;0.15;27.39;551.76;24;131.40;0.19;27.39;467.62;23;72.75;0.13;17.89;619.58;27;146.83;0.20;27.25;2226.79;121;94.55;0.11;4.88;555.73;27;81.83;0.11;16.93;3263.45;155;509.74;0.71;17.96;1905.14;86;390.75;0.55;23.59;528.77;23;125.93;0.17;27.39;689.70;30;164.25;0.20;27.39;550.61;24;130.40;0.18;27.24;1022.43;57;63.23;0.08;7.11;1896.52;98;228.47;0.33;13.85;1149.50;50;273.76;0.39;27.39;2227.79;121;177.14;0.29;9.14;674.25;30;147.17;0.25;25.10;809.23;37;155.34;0.27;22.08;373.83;17;73.13;0.11;22.50;725.67;33;141.96;0.24;22.50;944.47;43;184.02;0.29;22.41;461.79;21;90.34;0.15;22.50;522.26;24;98.46;0.13;21.68;747.66;34;146.26;0.25;22.50;1486.99;81;130.08;0.22;10.06
3079;SPAR JAM APRICOT SMOOTH;5;308619.92;9 304;10125.71;0.29;3.77;3466.80;120;104.74;0.12;3.47;4098.57;143;193.42;0.32;5.43;3132.21;104;226.50;0.41;8.32;4156.55;145;-66.49;-0.09;-1.84;6062.87;213;24.54;0.05;0.47;6549.70;230;57.54;0.06;1.01;7913.26;274;124.16;0.17;1.80;8131.25;275;45.13;0.06;0.64;9336.90;310;48.92;0.06;0.60;6189.96;204;129.35;0.17;2.40;4760.52;158;119.26;0.15;2.88;8827.18;292;241.96;0.37;3.15;5928.04;196;171.77;0.16;3.33;6033.02;198;304.93;0.30;5.81;7328.53;247;264.05;0.41;4.14;8223.36;264;438.96;0.69;6.14;5963.09;191;297.93;0.42;5.75;8706.16;284;313.33;0.49;4.14;10567.67;348;285.79;0.37;3.11;7196.72;228;331.09;0.43;5.29;9243.03;297;156.21;0.24;1.94;8105.62;238;174.21;0.22;2.47;3604.95;105;86.25;0.10;2.75;6805.06;194;202.23;0.28;3.42;5936.38;163;312.35;0.41;6.05;4216.82;118;193.22;0.27;5.27;6559.13;187;146.40;0.21;2.57;5371.23;147;240.98;0.42;5.16;4715.68;132;157.61;0.21;3.84;8139.93;232;155.30;0.18;2.19;1518.63;37;206.85;0.28;15.66;5580.25;160;193.82;0.27;3.99;9179.81;269;177.26;0.25;2.22;8496.61;249;163.25;0.22;2.21;5312.66;134;323.90;0.40;7.01;6418.73;172;251.62;0.36;4.51;9158.23;252;341.66;0.44;4.29;5833.04;156;268.10;0.39;5.29;6908.44;186;362.70;0.52;6.04;6475.42;178;289.34;0.48;5.14;4968.37;128;273.63;0.47;6.33;3457.90;85;127.43;0.22;4.24;5053.70;130;201.40;0.31;4.58;4882.46;129;180.52;0.30;4.25;5216.35;140;154.98;0.25;3.42;7330.04;196;281.57;0.46;4.42;6259.08;167;326.01;0.44;5.99;5920.46;154;353.71;0.60;6.87;5379.55;145;166.31;0.28;3.56
