;;;Totals; ; ; ; ;01/03/22; ; ; ; ;01/04/22; ; ; ; ;01/05/22; ; ; ; ;01/06/22; ; ; ; ;01/07/22; ; ; ; ;01/08/22; ; ; ; ;01/09/22; ; ; ; ;01/10/22; ; ; ; ;01/11/22; ; ; ; ;01/12/22; ; ; ; ;01/01/23; ; ; ; ;01/02/23; ; ; ; ;01/03/23; ; ; ; ;01/04/23; ; ; ; ;01/05/23; ; ; ; ;01/06/23; ; ; ; ;01/07/23; ; ; ; ;01/08/23; ; ; ; ;01/09/23; ; ; ; ;01/10/23; ; ; ; ;01/11/23; ; ; ; ;01/12/23; ; ; ; ;01/01/24; ; ; ; ;01/02/24; ; ; ; ;01/03/24; ; ; ; ;01/04/24; ; ; ; ;01/05/24; ; ; ; ;01/06/24; ; ; ; ;01/07/24; ; ; ; ;01/08/24; ; ; ; ;01/09/24; ; ; ; ;01/10/24; ; ; ; ;01/11/24; ; ; ; ;01/12/24; ; ; ; ;01/01/25; ; ; ; ;01/02/25; ; ; ; ;01/03/25; ; ; ; ;01/04/25; ; ; ; ;01/05/25; ; ; ; ;01/06/25; ; ; ; ;01/07/25; ; ; ; ;01/08/25; ; ; ; ;01/09/25; ; ; ; ;01/10/25; ; ; ; ;01/11/25; ; ; ; ;01/12/25; ; ; ; ;01/01/26; ; ; ; ;01/02/26; ; ; ; ;01/03/26; ; ; ; 
19881;BIG KORN BITES BBQ;14;45402.72;2 631;8557.79;0.33;21.68;509.70;30;122.05;0.25;27.54;560.67;33;135.97;0.23;27.89;781.54;46;200.85;0.42;29.55;356.79;21;85.43;0.21;27.54;492.71;29;120.55;0.25;28.14;780.69;46;196.84;0.41;29.00;880.43;57;144.97;0.31;18.94;683.62;38;159.39;0.32;26.81;2024.73;141;33.20;0.08;1.89;935.48;52;206.53;0.36;25.39;719.60;40;163.54;0.34;26.14;2584.78;166;210.32;0.44;9.36;1456.29;81;320.93;0.53;25.34;895.50;50;213.01;0.34;27.35;1104.48;62;243.60;0.46;25.36;1493.17;83;361.57;0.73;27.85;1125.65;65;248.93;0.48;25.43;288.83;17;94.94;0.19;37.80;1933.78;126;129.44;0.23;7.70;2023.97;121;420.35;0.71;23.88;696.59;41;163.09;0.29;26.93;1666.69;107;151.23;0.23;10.43;594.65;35;131.67;0.24;25.46;934.45;55;191.02;0.34;23.51;1223.28;72;250.74;0.33;23.57;965.56;54;211.67;0.36;25.21;450.71;24;99.92;0.20;25.50;721.62;38;392.82;0.76;62.60;474.75;25;143.33;0.29;34.72;542.71;29;116.35;0.20;24.65;2047.60;128;210.90;0.37;11.84;575.68;32;111.89;0.20;22.35;647.64;36;121.79;0.29;21.63;663.83;37;130.19;0.24;22.55;761.63;42;161.01;0.32;24.31;965.64;51;238.14;0.44;28.36;738.63;37;174.20;0.27;27.12;379.81;19;111.13;0.19;33.65;399.80;20;107.67;0.24;30.97;830.77;43;192.38;0.39;26.63;768.43;42;138.08;0.32;20.66;691.67;33;210.33;0.43;34.97;1067.77;61;147.16;0.37;15.85;1515.73;88;187.67;0.42;14.24;511.75;25;110.05;0.25;24.73;819.59;41;174.83;0.33;24.53;339.83;17;73.46;0.15;24.86;1051.73;59;155.82;0.36;17.04;721.77;36;136.80;0.26;21.80
19882;BIG KORN BITES TOMATO;14;38589.23;2 210;7490.22;0.29;22.32;407.76;24;120.20;0.24;33.90;865.64;51;254.69;0.43;33.84;373.78;22;108.30;0.23;33.32;611.64;36;146.46;0.37;27.54;900.47;53;216.91;0.44;27.70;812.97;48;203.50;0.43;28.79;725.52;48;111.07;0.24;17.61;665.63;37;154.25;0.31;26.65;1057.34;73;27.55;0.07;3.00;971.46;54;214.48;0.38;25.39;701.61;39;162.19;0.34;26.59;1556.76;99;143.51;0.30;10.60;1133.37;63;250.22;0.42;25.39;719.60;40;184.79;0.30;29.53;586.77;33;139.25;0.26;27.29;1043.42;58;251.72;0.51;27.74;1192.32;68;266.57;0.51;25.71;305.82;18;64.50;0.13;24.26;1582.81;103;81.54;0.15;5.92;1121.34;66;239.37;0.41;24.55;509.70;30;112.71;0.20;25.43;1376.64;87;157.16;0.24;13.13;441.74;26;95.00;0.17;24.73;713.58;42;146.55;0.26;23.62;968.43;57;200.67;0.26;23.83;718.62;38;170.57;0.29;27.30;784.16;39;237.09;0.46;34.77;569.70;30;224.60;0.43;45.34;341.82;18;101.31;0.20;34.09;317.93;17;68.03;0.12;24.61;1245.77;78;134.14;0.24;12.38;809.55;45;156.96;0.29;22.30;917.49;51;172.54;0.40;21.63;735.79;41;142.99;0.26;22.35;733.60;40;142.31;0.28;22.31;587.74;31;153.18;0.29;29.97;1058.47;53;225.20;0.35;24.47;435.78;22;127.20;0.21;33.57;259.87;13;57.18;0.13;25.30;640.84;34;129.39;0.26;23.22;812.54;46;137.05;0.32;19.40;1124.41;59;227.92;0.47;23.31;1511.74;88;189.35;0.47;14.40;1159.70;65;171.29;0.38;16.99;571.72;28;122.66;0.28;24.67;519.74;26;109.70;0.21;24.27;19.99;1;5.94;0.01;34.17;663.78;36;109.82;0.25;19.03;702.36;36;120.63;0.23;19.75
19897;WILLARDS CHEESE CURLS;14;7951.51;1 692;2064.50;0.08;29.86;139.65;35;36.12;0.07;29.75;171.57;43;44.38;0.07;29.75;171.57;43;44.38;0.09;29.75;143.64;36;37.15;0.09;29.75;163.19;41;42.11;0.09;29.68;139.65;35;36.12;0.08;29.75;187.33;47;37.07;0.08;22.76;79.80;20;15.85;0.03;22.84;147.43;37;29.15;0.07;22.74;115.71;29;22.98;0.04;22.84;139.65;35;27.74;0.06;22.84;155.61;39;30.91;0.06;22.84;167.18;42;32.94;0.05;22.66;123.69;31;21.00;0.03;19.53;209.50;50;38.42;0.07;21.09;287.42;58;83.18;0.17;33.28;402.19;81;117.63;0.23;33.63;345.30;70;99.01;0.20;32.97;203.84;41;59.39;0.11;33.50;169.66;34;49.80;0.08;33.76;254.76;24;152.54;0.27;68.86;134.48;27;39.32;0.06;33.63;109.75;25;23.56;0.04;24.69;169.20;40;32.14;0.06;21.84;182.38;37;52.24;0.07;32.94;219.06;44;61.82;0.10;32.45;172.40;35;44.21;0.09;29.49;159.68;32;42.21;0.08;30.40;99.80;20;26.38;0.05;30.40;184.63;37;48.79;0.08;30.39;194.61;39;51.44;0.09;30.40;184.63;37;49.52;0.09;30.84;159.68;32;42.20;0.10;30.39;129.74;26;35.10;0.06;31.11;154.69;31;41.25;0.08;30.67;129.74;26;33.97;0.06;30.11;234.03;47;54.28;0.09;26.67;139.72;28;33.05;0.06;27.20;114.77;23;26.68;0.06;26.74;74.85;15;17.96;0.04;27.60;282.44;58;65.87;0.15;26.82;174.65;35;43.33;0.09;28.53;79.84;16;18.57;0.05;26.75;39.92;8;9.28;0.02;26.74;88.57;18;19.81;0.05;25.72;77.10;16;16.19;0.03;24.15;99.80;20;23.22;0.05;26.75;118.26;24;27.15;0.06;26.40;124.75;25;27.08;0.05;24.97
19898;WILLARDS FLING ORIGINAL;14;11226.44;2 496;2824.75;0.11;28.94;333.96;84;85.65;0.17;29.49;379.05;95;98.05;0.16;29.75;442.29;111;114.04;0.24;29.65;339.15;85;87.73;0.22;29.75;402.99;101;105.41;0.21;30.08;347.13;87;89.79;0.19;29.75;207.48;52;41.93;0.09;23.24;127.68;32;25.36;0.05;22.84;291.27;73;57.85;0.14;22.84;231.42;58;45.96;0.08;22.84;246.58;62;48.44;0.10;22.59;271.12;68;53.71;0.11;22.78;338.95;85;67.19;0.11;22.79;346.33;87;57.96;0.09;19.25;395.01;99;58.86;0.11;17.14;394.20;80;112.78;0.23;32.90;409.18;82;121.35;0.23;34.11;479.04;96;140.56;0.28;33.74;439.12;88;128.84;0.23;33.74;374.25;75;109.85;0.19;33.76;249.25;50;73.00;0.13;33.68;333.33;67;97.26;0.15;33.56;214.70;50;42.95;0.08;23.01;362.27;73;105.19;0.19;33.39;298.65;60;87.23;0.11;33.59;303.89;61;84.81;0.14;32.10;239.52;48;63.76;0.12;30.61;219.06;44;57.60;0.11;30.24;249.50;50;65.95;0.13;30.40;293.66;59;77.14;0.13;30.21;279.44;56;73.86;0.13;30.40;329.34;66;87.68;0.16;30.62;219.31;44;57.81;0.14;30.31;114.77;23;32.05;0.06;32.11;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;94.81;19;22.06;0.06;26.75;199.60;40;46.51;0.10;26.80;154.69;31;35.99;0.08;26.75;184.63;37;42.95;0.08;26.75;9.98;2;2.32;0.00;26.75;0.00;0;0.00;0.00;0.00;79.84;16;17.35;0.03;24.98
19902;WILLARDS CHEESE CURLS;14;66636.43;3 234;13327.92;0.52;23.00;1259.37;63;307.25;0.62;28.06;2239.42;130;222.03;0.37;11.40;1418.29;71;303.10;0.63;24.58;1137.43;57;246.23;0.62;24.89;1759.12;88;381.34;0.78;24.93;1119.44;56;239.75;0.51;24.63;1133.48;52;290.62;0.62;29.49;1472.23;67;406.80;0.81;31.78;769.59;41;288.81;0.68;43.16;1364.30;70;621.89;1.10;52.42;2700.25;151;243.70;0.51;10.38;1918.04;96;406.91;0.85;24.40;1855.07;93;400.77;0.67;24.84;1917.74;101;342.25;0.55;20.52;1607.00;70;428.54;0.81;30.67;1377.30;70;228.80;0.46;19.10;1213.46;64;193.14;0.37;18.30;911.52;48;168.13;0.33;21.21;1319.40;60;366.80;0.65;31.97;1627.26;74;691.42;1.17;48.86;2531.95;147;171.54;0.31;7.79;1574.37;63;474.63;0.71;34.67;2600.14;133;434.73;0.79;19.23;1259.37;63;223.56;0.40;20.41;1638.18;82;289.03;0.38;20.29;982.51;49;179.29;0.30;20.99;695.70;34;112.51;0.22;18.60;1746.88;83;310.40;0.60;20.43;1230.34;56;349.10;0.70;32.63;945.57;43;188.78;0.32;22.96;1164.37;53;266.17;0.47;26.29;687.70;30;138.50;0.25;23.16;1405.16;73;99.22;0.23;8.12;1402.39;61;337.02;0.62;27.64;1825.15;94;237.29;0.46;14.95;885.46;39;207.67;0.39;26.97;1586.29;73;300.57;0.47;21.79;1797.35;88;211.90;0.36;13.56;964.43;42;183.29;0.41;21.86;1138.69;58;61.30;0.13;6.19;1005.18;42;207.58;0.49;23.75;1246.28;52;251.10;0.51;23.17;886.43;37;185.83;0.46;24.11;910.42;38;183.23;0.41;23.14;862.44;36;173.53;0.40;23.14;1125.13;47;225.83;0.43;23.08;599.75;25;121.22;0.25;23.24;928.42;38;204.37;0.47;25.31;890.67;33;220.46;0.42;28.46
19903;WILLARDS FLINGS;14;76202.01;3 633;16227.43;0.64;24.49;1339.33;67;331.40;0.67;28.46;3037.05;171;447.59;0.75;16.95;859.57;43;202.51;0.42;27.09;1898.05;95;418.05;1.05;25.33;1879.06;94;405.33;0.83;24.81;1999.00;100;428.13;0.90;24.63;1405.36;64;362.32;0.77;29.65;1604.17;73;443.31;0.88;31.78;748.65;40;197.59;0.47;30.35;1407.28;72;551.06;0.97;45.03;1275.53;68;200.07;0.42;18.04;1018.49;51;242.97;0.51;27.43;1757.12;88;380.77;0.63;24.92;1882.04;96;357.59;0.58;21.85;2090.94;91;558.70;1.06;30.73;1890.09;96;381.28;0.77;23.20;1139.40;60;269.52;0.52;27.20;799.63;42;192.28;0.38;27.65;2021.98;92;561.40;1.00;31.93;2506.86;114;1013.91;1.72;46.51;3308.45;185;360.94;0.65;12.55;2471.51;99;746.15;1.12;34.72;2184.46;114;367.15;0.67;19.33;1419.29;71;251.01;0.45;20.34;1939.03;97;342.93;0.45;20.34;1331.35;65;428.09;0.73;36.98;1129.51;55;182.92;0.36;18.62;1477.76;69;276.64;0.53;21.53;1143.48;52;274.64;0.55;27.62;1462.28;67;277.72;0.47;21.84;636.61;29;146.31;0.26;26.43;449.65;20;81.88;0.15;20.94;2276.23;109;290.57;0.68;14.68;1287.44;56;300.11;0.55;26.81;1635.06;81;253.14;0.50;17.80;1296.43;57;327.51;0.61;29.05;1970.21;92;350.33;0.55;20.45;2038.54;99;231.08;0.39;13.04;1102.37;48;208.34;0.47;21.73;1586.69;77;146.58;0.30;10.62;1150.32;48;288.94;0.68;28.89;1508.97;63;303.40;0.62;23.12;1463.39;61;299.51;0.75;23.54;1365.03;57;274.32;0.61;23.11;1055.56;44;213.37;0.49;23.25;1846.03;77;372.35;0.71;23.20;935.61;39;189.09;0.39;23.24;983.59;41;205.35;0.47;24.01;1187.56;44;291.26;0.55;28.20
19924;WILLARDS CHEASNAKS CHSE;14;56918.93;3 945;11975.20;0.47;24.19;2885.64;231;559.80;1.13;22.31;1375.03;99;341.52;0.57;28.56;1202.44;86;303.60;0.63;29.04;1689.50;140;228.32;0.57;15.54;1860.67;133;480.05;0.98;29.67;1189.15;85;337.34;0.71;32.62;474.96;34;101.83;0.22;24.66;797.43;57;176.23;0.35;25.41;405.71;29;105.38;0.25;29.87;783.44;56;377.40;0.67;55.40;754.76;54;148.71;0.31;22.66;797.43;57;189.07;0.39;27.27;111.92;8;35.88;0.06;36.87;1546.16;99;384.70;0.62;28.61;1277.10;90;378.64;0.72;34.10;55.96;4;11.15;0.02;22.92;1604.93;107;365.18;0.70;26.17;1160.47;83;230.80;0.46;22.87;1118.50;80;222.49;0.40;22.88;1845.98;132;367.69;0.62;22.91;1215.03;87;240.84;0.43;22.79;908.65;65;196.48;0.30;24.87;642.14;46;130.41;0.24;23.36;1245.11;89;250.01;0.45;23.09;1608.27;117;301.56;0.39;21.56;1329.32;96;202.91;0.34;17.55;674.55;45;130.51;0.26;22.25;1129.80;83;167.34;0.32;17.03;239.84;16;50.74;0.10;24.33;2121.50;148;388.35;0.66;21.05;1318.99;89;439.97;0.77;38.36;1319.12;88;265.33;0.48;23.13;1199.20;80;442.00;1.03;42.39;509.66;34;96.99;0.18;21.89;344.77;23;66.22;0.13;22.09;1258.41;84;266.83;0.50;24.38;814.99;55;150.02;0.24;21.17;1443.43;94;255.80;0.43;20.38;763.70;45;171.59;0.39;25.84;1178.75;83;158.05;0.32;15.42;3360.94;226;473.58;1.11;16.20;2606.17;175;380.37;0.78;16.78;2775.42;192;333.26;0.83;13.81;1187.34;66;312.22;0.69;30.24;951.67;53;256.76;0.59;31.03;809.55;45;230.10;0.44;32.69;0.00;0;0.00;0.00;0.00;521.71;29;139.42;0.32;30.73;503.72;28;131.74;0.25;30.08
19931;NESTLE PEPPERMINT CRISP;14;100444.50;5 535;28333.30;1.11;32.44;1081.77;83;262.12;0.53;27.87;986.99;71;253.76;0.43;29.57;876.47;63;225.77;0.47;29.62;963.91;69;250.72;0.63;29.91;878.57;63;227.59;0.46;29.79;991.89;71;258.02;0.54;29.91;727.48;52;189.86;0.40;30.01;1255.60;90;325.57;0.65;29.82;1886.55;135;491.09;1.16;29.94;2238.40;160;584.19;1.03;30.01;1562.68;112;405.28;0.84;29.83;908.65;65;236.72;0.49;29.96;908.65;65;236.72;0.39;29.96;1709.10;115;468.95;0.76;31.55;1206.69;81;303.53;0.57;28.93;1657.14;111;419.01;0.84;29.08;1555.96;104;395.48;0.76;29.23;1832.32;113;441.85;0.88;27.73;2260.44;126;805.52;1.43;40.98;2710.19;151;966.43;1.64;41.01;2154.30;120;768.46;1.38;41.02;5454.56;304;1944.17;2.92;40.99;2994.43;167;1059.75;1.92;40.70;2461.93;137;798.07;1.44;37.28;2100.33;117;679.66;0.89;37.21;2364.00;130;629.06;1.07;30.60;2049.02;108;583.86;1.14;32.77;2293.04;121;808.03;1.56;40.52;1876.21;99;418.64;0.84;25.66;2312.98;122;513.61;0.87;25.54;2978.58;157;790.45;1.39;30.52;3083.97;163;922.78;1.68;34.41;3525.49;186;1058.52;2.48;34.53;2935.85;155;880.31;1.63;34.48;1877.16;99;564.00;1.10;34.55;1753.70;80;423.58;0.79;27.78;2128.63;97;650.61;1.02;35.15;1338.09;61;408.68;0.69;35.12;2192.40;100;668.93;1.50;35.09;1362.28;62;417.34;0.85;35.23;1802.08;82;442.39;1.04;28.23;2562.93;117;641.76;1.31;28.80;2517.85;115;629.69;1.57;28.76;3476.61;159;785.05;1.74;25.97;2478.27;113;573.20;1.31;26.60;5109.37;233;1190.48;2.28;26.80;1577.78;72;360.99;0.75;26.31;1401.86;64;367.01;0.85;30.11;2081.35;95;606.03;1.14;33.48
19932;NESTLE TEX CHOC LGE;14;397275.60;34 167;66430.27;2.60;19.23;8877.76;967;1158.58;2.33;15.01;6058.89;636;967.25;1.62;18.36;6489.28;667;1130.10;2.36;20.03;8556.22;979;393.87;0.99;5.29;7158.48;740;955.79;1.95;15.35;7010.93;674;1324.26;2.79;21.72;9225.55;840;1959.26;4.15;24.42;10252.43;989;1865.56;3.72;20.93;7196.15;705;1124.47;2.66;17.97;8402.01;754;1931.58;3.40;26.44;8888.46;845;1547.93;3.22;20.03;6946.66;599;1638.44;3.42;27.12;9463.86;879;1963.93;3.27;23.86;10187.61;962;1887.31;3.04;21.30;11645.91;1 164;1854.55;3.50;18.31;10076.03;990;1817.67;3.65;20.75;7649.11;714;1557.52;2.98;23.42;5837.32;507;1283.51;2.55;25.29;12834.35;1 157;2075.60;3.69;18.60;12737.06;1 154;2019.82;3.42;18.24;11155.37;1 041;1582.68;2.85;16.32;9175.84;793;1684.37;2.53;21.11;7598.06;634;1522.96;2.76;23.05;6057.21;439;1468.21;2.64;27.87;7121.10;531;1635.69;2.14;26.42;9229.53;713;2031.88;3.45;25.32;10461.02;876;1742.21;3.41;19.15;9322.39;756;1658.85;3.20;20.46;11673.84;965;1675.01;3.38;16.50;8833.01;679;1630.92;2.77;21.23;5413.95;385;1277.39;2.24;27.13;7113.06;563;1171.50;2.14;18.94;7443.70;618;966.36;2.26;14.93;7928.18;663;1005.65;1.86;14.59;4792.30;320;1261.84;2.47;30.28;4618.81;318;1025.57;1.91;25.53;4966.72;345;1074.16;1.69;24.87;7336.52;586;868.25;1.46;13.61;8627.27;726;510.00;1.15;6.80;7998.27;601;1070.16;2.19;15.39;9240.97;683;1217.60;2.86;15.15;9019.51;641;1472.90;3.01;18.78;6060.85;433;920.84;2.30;17.47;9108.60;681;962.60;2.14;12.15;8451.56;646;778.16;1.78;10.59;6974.19;535;543.98;1.04;8.97;4666.68;292;1095.51;2.28;27.00;5086.27;351;898.54;2.08;20.32;6306.75;431;1219.51;2.30;22.24
19938;NESTLE SMARTIES;14;110629.88;9 122;22404.80;0.88;23.29;1920.79;182;437.20;0.88;26.18;1566.09;145;383.39;0.64;28.15;2676.95;258;596.85;1.24;25.64;1733.19;169;349.02;0.87;23.16;2457.70;230;602.57;1.23;28.20;2309.16;212;494.45;1.04;24.62;2889.82;263;616.54;1.30;24.54;3689.78;348;727.96;1.45;22.69;2775.31;262;516.67;1.22;21.41;2803.23;250;655.59;1.16;26.90;3463.37;327;618.99;1.29;20.55;2586.62;223;611.58;1.28;27.19;3158.56;296;607.88;1.01;22.13;3805.66;333;921.98;1.49;27.86;4055.11;376;809.82;1.53;22.97;2374.66;218;487.55;0.98;23.61;3202.66;276;807.20;1.55;28.98;2010.72;168;482.03;0.96;27.57;2866.48;255;496.73;0.88;19.93;2650.75;231;505.16;0.86;21.92;1873.79;176;250.70;0.45;15.39;1970.38;169;373.01;0.56;21.77;2468.14;206;494.29;0.90;23.03;1749.22;128;419.09;0.75;27.55;2124.38;152;536.72;0.70;29.05;1649.38;125;387.23;0.66;27.00;1117.43;89;223.89;0.44;23.04;1580.09;119;364.59;0.70;26.53;1939.44;153;327.29;0.66;19.41;1919.73;140;421.92;0.72;25.27;1653.83;117;395.63;0.69;27.51;1890.51;139;406.57;0.74;24.73;1931.13;144;396.19;0.93;23.59;1456.43;112;268.53;0.50;21.20;1737.34;116;442.82;0.87;29.31;1783.14;121;412.55;0.77;26.61;1810.88;123;417.86;0.66;26.54;2359.22;174;415.02;0.70;20.23;2643.21;203;352.80;0.79;15.35;2018.68;145;335.02;0.69;19.09;2411.62;173;373.17;0.88;17.80;2541.06;176;454.94;0.93;20.59;2250.98;156;388.32;0.97;19.84;1760.91;126;252.25;0.56;16.47;1739.20;125;251.78;0.58;16.65;2357.45;173;267.46;0.51;13.05;1470.28;92;325.73;0.68;25.48;1446.44;97;289.45;0.67;23.01;1978.98;131;430.78;0.81;25.03
19943;NESTLE SLAB KRACKLE;14;51382.24;2 755;10951.52;0.43;24.51;878.78;52;223.39;0.45;29.23;2550.65;179;219.96;0.37;9.92;1723.21;119;264.05;0.55;17.62;1639.21;119;134.52;0.34;9.44;1165.75;65;308.59;0.63;30.44;645.84;36;171.08;0.36;30.46;2668.09;182;286.50;0.61;12.35;827.54;46;242.49;0.48;33.70;826.64;46;241.71;0.57;33.63;863.52;48;230.20;0.41;30.66;753.78;42;199.86;0.42;30.49;1005.64;56;267.00;0.56;30.53;1506.66;84;398.93;0.66;30.45;1260.36;64;333.68;0.54;30.45;1199.40;60;317.87;0.60;30.48;1018.49;51;269.32;0.54;30.41;796.60;40;209.31;0.40;30.22;1312.34;66;343.57;0.68;30.11;895.56;45;234.93;0.42;30.17;1478.26;74;391.17;0.66;30.43;477.76;24;125.41;0.23;30.19;1494.25;75;422.79;0.64;32.54;2490.65;154;319.90;0.58;14.77;1230.34;56;347.05;0.62;32.44;1732.57;96;247.45;0.32;16.42;1011.54;46;268.71;0.46;30.55;678.39;31;171.01;0.34;28.99;1228.14;56;342.49;0.66;32.07;855.41;39;205.73;0.41;27.66;1250.13;57;300.61;0.51;27.65;615.72;28;149.08;0.26;27.84;548.65;25;132.15;0.24;27.70;658.60;30;158.77;0.37;27.72;593.73;27;153.45;0.28;29.72;549.75;25;140.03;0.27;29.29;262.78;12;66.40;0.12;29.06;1184.82;57;264.92;0.42;25.71;1209.72;61;228.58;0.38;21.73;701.73;33;166.25;0.37;27.25;875.61;40;210.72;0.43;27.68;1535.27;79;130.27;0.31;9.76;974.43;46;212.04;0.43;25.02;724.57;33;159.23;0.40;25.27;331.85;15;70.94;0.16;24.59;574.56;24;129.65;0.30;25.95;933.21;39;210.29;0.40;25.91;717.70;30;163.72;0.34;26.23;349.64;16;70.71;0.16;23.26;574.40;27;95.03;0.18;19.03
19944;NESTLE SLAB SMARTIES;14;64330.62;3 559;12987.20;0.51;23.22;850.50;50;220.49;0.44;29.81;3477.57;251;213.00;0.36;7.04;4303.84;326;341.82;0.71;9.13;2185.58;172;44.69;0.11;2.35;1059.61;59;290.42;0.59;31.52;755.58;42;201.42;0.42;30.66;3367.70;232;324.48;0.69;11.08;1474.28;82;431.48;0.86;33.66;1852.07;103;542.19;1.28;33.67;1527.35;85;406.07;0.72;30.57;1437.40;80;382.09;0.79;30.57;1402.32;78;373.29;0.78;30.61;1079.40;60;287.75;0.48;30.66;1150.42;58;345.22;0.56;34.51;859.57;43;227.81;0.43;30.48;1119.44;56;296.68;0.60;30.48;859.57;43;227.81;0.44;30.48;1058.47;53;279.92;0.56;30.41;1099.45;55;291.38;0.52;30.48;1239.38;62;328.47;0.56;30.48;977.51;49;257.86;0.46;30.34;1638.18;82;475.23;0.71;33.36;2915.36;172;474.94;0.86;18.73;1429.35;65;402.33;0.72;32.37;2563.62;146;302.85;0.40;13.59;1406.26;64;373.10;0.63;30.51;1604.17;73;401.45;0.79;28.78;1516.21;69;423.96;0.82;32.16;1272.12;58;313.55;0.63;28.34;2503.56;114;604.09;1.03;27.75;1363.38;62;330.10;0.58;27.84;615.72;28;149.08;0.27;27.84;417.81;19;101.16;0.24;27.84;659.70;30;174.97;0.32;30.50;636.61;29;164.53;0.32;29.72;483.78;22;121.98;0.23;29.00;705.03;35;142.70;0.22;23.28;1831.93;97;275.51;0.46;17.30;254.75;12;61.29;0.14;27.67;444.68;21;98.01;0.20;25.35;952.19;51;84.43;0.20;10.20;1139.26;54;216.34;0.44;21.84;747.66;34;161.61;0.40;24.86;351.84;16;76.05;0.17;24.86;493.68;22;103.76;0.24;24.17;988.58;42;215.24;0.41;25.04;477.80;20;108.22;0.23;26.05;593.73;27;125.77;0.29;24.36;1186.65;56;190.59;0.36;18.47
19948;NESTLE SLAB M/BAR SMARTIE;14;56390.50;3 054;11781.87;0.46;24.03;445.89;26;115.68;0.23;29.84;2720.98;201;107.23;0.18;4.53;2229.43;167;201.37;0.42;10.39;1492.85;115;52.00;0.13;4.01;628.75;35;167.07;0.34;30.56;737.59;41;196.63;0.41;30.66;2675.68;182;288.89;0.61;12.42;1169.35;65;342.65;0.68;33.70;2046.36;114;597.04;1.41;33.55;1364.54;76;362.13;0.64;30.52;1006.54;56;267.78;0.56;30.59;1024.53;57;272.58;0.57;30.60;1402.32;78;373.29;0.62;30.61;1309.34;66;384.26;0.62;33.75;1017.49;51;268.45;0.51;30.34;979.51;49;259.60;0.52;30.48;958.52;48;253.43;0.49;30.41;1099.45;55;291.38;0.58;30.48;1059.47;53;280.79;0.50;30.48;1239.38;62;328.47;0.56;30.48;978.51;49;258.73;0.47;30.41;1697.15;85;492.35;0.74;33.36;2969.41;177;456.26;0.83;17.67;1099.50;50;302.54;0.54;31.64;2684.53;154;305.05;0.40;13.07;1404.06;64;370.24;0.63;30.32;1429.35;65;355.47;0.70;28.60;1099.50;50;304.66;0.59;31.87;1317.20;60;327.06;0.66;28.55;789.44;36;189.76;0.32;27.64;657.50;30;157.81;0.28;27.60;549.75;25;133.11;0.24;27.84;681.69;31;165.05;0.39;27.84;856.51;39;228.86;0.42;30.73;614.62;28;159.21;0.31;29.79;659.70;30;165.27;0.31;28.81;876.96;43;184.58;0.29;24.20;1353.72;69;244.50;0.41;20.77;554.63;26;129.20;0.29;26.79;761.67;35;180.90;0.37;27.31;1554.68;77;158.36;0.37;11.71;897.53;42;200.53;0.41;25.69;329.85;15;74.63;0.19;26.02;372.73;17;79.85;0.18;24.64;570.64;26;122.63;0.28;24.71;850.53;37;188.07;0.36;25.43;670.52;28;153.53;0.32;26.33;590.43;27;123.76;0.29;24.10;910.22;42;159.22;0.30;20.12
