;;;Totals; ; ; ; ;01/03/22; ; ; ; ;01/04/22; ; ; ; ;01/05/22; ; ; ; ;01/06/22; ; ; ; ;01/07/22; ; ; ; ;01/08/22; ; ; ; ;01/09/22; ; ; ; ;01/10/22; ; ; ; ;01/11/22; ; ; ; ;01/12/22; ; ; ; ;01/01/23; ; ; ; ;01/02/23; ; ; ; ;01/03/23; ; ; ; ;01/04/23; ; ; ; ;01/05/23; ; ; ; ;01/06/23; ; ; ; ;01/07/23; ; ; ; ;01/08/23; ; ; ; ;01/09/23; ; ; ; ;01/10/23; ; ; ; ;01/11/23; ; ; ; ;01/12/23; ; ; ; ;01/01/24; ; ; ; ;01/02/24; ; ; ; ;01/03/24; ; ; ; ;01/04/24; ; ; ; ;01/05/24; ; ; ; ;01/06/24; ; ; ; ;01/07/24; ; ; ; ;01/08/24; ; ; ; ;01/09/24; ; ; ; ;01/10/24; ; ; ; ;01/11/24; ; ; ; ;01/12/24; ; ; ; ;01/01/25; ; ; ; ;01/02/25; ; ; ; ;01/03/25; ; ; ; ;01/04/25; ; ; ; ;01/05/25; ; ; ; ;01/06/25; ; ; ; ;01/07/25; ; ; ; ;01/08/25; ; ; ; ;01/09/25; ; ; ; ;01/10/25; ; ; ; ;01/11/25; ; ; ; ;01/12/25; ; ; ; ;01/01/26; ; ; ; ;01/02/26; ; ; ; ;01/03/26; ; ; ; 
12085;I&J FISH FINGERS ORIGINAL;7;43623.47;408.000;7966.35;0.48;21.00;1169.87;13.000;262.07;1.08;25.76;1259.86;14.000;282.23;1.26;25.76;1169.87;13.000;262.07;0.78;25.76;1799.80;20.000;403.19;1.32;25.76;1682.82;18.000;369.31;1.89;25.24;1159.03;12.000;252.73;1.55;25.08;1648.83;17.000;364.01;1.41;25.39;969.90;10.000;214.13;0.77;25.39;1099.89;11.000;236.67;0.70;24.75;755.93;7.000;184.69;0.43;28.10;431.96;4.000;105.53;0.29;28.10;1079.90;10.000;263.84;0.70;28.10;539.95;5.000;131.92;0.37;28.10;215.98;2.000;52.77;0.14;28.10;785.93;7.000;194.38;0.66;28.44;913.92;8.000;228.35;1.56;28.73;659.94;6.000;150.30;0.66;26.19;519.95;5.000;73.74;0.22;16.31;1674.59;16.000;226.29;0.66;15.54;473.96;4.000;94.62;0.28;22.96;917.33;7.000;224.44;0.56;28.14;1835.85;15.000;404.69;0.92;25.35;1025.91;9.000;196.32;0.47;22.01;455.96;4.000;87.25;0.20;22.01;341.97;3.000;65.44;0.18;22.01;797.93;7.000;109.44;0.37;15.77;1025.91;9.000;144.04;0.40;16.15;573.95;5.000;84.00;0.96;16.83;1494.87;13.000;211.39;0.79;16.26;1149.90;10.000;183.55;0.63;18.36;459.96;4.000;65.04;0.22;16.26;1034.91;9.000;146.35;0.29;16.26;1374.13;12.000;190.13;0.47;15.91;243.98;2.000;41.58;0.08;19.60;1641.83;17.000;88.00;0.24;6.16;759.92;8.000;33.61;0.09;5.09;609.95;5.000;103.95;0.28;19.60;609.95;5.000;103.95;0.32;19.60;243.98;2.000;41.58;0.15;19.60;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;247.98;2.000;50.67;0.15;23.50;1239.90;10.000;253.36;0.89;23.50;0.00;0.000;0.00;0.00;0.00;134.99;1.000;28.13;0.06;23.96;944.93;7.000;196.90;0.41;23.96;2384.78;22.000;252.36;0.53;12.17;2060.82;18.000;307.35;0.90;17.15;0.00;0.000;0.00;0.00;0.00
12089;I&J LGT+CRISP L/HAKE;7;28773.64;306.000;4714.35;0.28;18.84;1092.12;13.000;210.76;0.87;22.19;1624.75;25.000;-3.54;-0.02;-0.25;764.91;9.000;174.37;0.52;26.22;509.94;6.000;116.25;0.38;26.22;795.91;9.000;201.33;1.03;29.09;359.96;4.000;94.89;0.58;30.32;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1577.79;21.000;133.57;0.39;9.74;286.12;3.000;85.21;0.20;34.25;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;839.88;12.000;-0.60;-0.00;-0.08;1324.83;17.000;148.44;0.50;12.89;700.93;7.000;227.79;1.56;37.37;1551.82;18.000;177.58;0.78;13.16;1014.89;11.000;201.13;0.60;22.79;514.95;5.000;175.13;0.51;39.11;825.93;7.000;336.49;0.99;46.85;1557.63;17.000;121.29;0.31;8.96;619.95;5.000;266.44;0.60;49.42;695.94;6.000;239.55;0.58;39.58;499.95;5.000;65.99;0.15;15.18;899.91;9.000;118.79;0.33;15.18;499.95;5.000;65.99;0.22;15.18;699.93;7.000;92.39;0.26;15.18;0.00;0.000;0.00;0.00;0.00;769.93;7.000;157.53;0.59;23.53;659.94;6.000;135.03;0.46;23.53;863.42;8.000;142.09;0.48;18.93;533.45;5.000;74.58;0.15;16.08;799.18;7.000;124.06;0.30;17.85;224.23;2.000;31.87;0.06;16.35;914.17;8.000;142.50;0.39;17.93;454.21;4.000;68.75;0.18;17.41;284.97;3.000;12.60;0.03;5.09;724.93;7.000;72.12;0.22;11.44;459.96;4.000;73.75;0.27;18.44;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;99.99;1.000;4.47;0.02;5.14;773.93;7.000;85.87;0.25;12.76;199.98;2.000;8.93;0.02;5.14;1103.41;9.000;194.43;0.40;20.26;649.95;5.000;136.53;0.29;24.16;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
12090;I&J LGT+CRISP C/HAKE;7;30226.69;321.000;5356.69;0.32;20.38;922.14;11.000;176.63;0.73;22.03;2049.70;30.000;86.40;0.38;4.85;509.94;6.000;116.25;0.35;26.22;1096.37;13.000;244.48;0.80;25.64;889.90;10.000;228.53;1.17;29.53;1079.88;12.000;284.67;1.74;30.32;570.09;6.000;168.55;0.65;34.00;1551.84;16.000;476.95;1.72;35.34;236.97;3.000;31.50;0.09;15.28;872.91;9.000;268.28;0.62;35.34;969.90;10.000;298.09;0.81;35.34;484.95;5.000;149.05;0.39;35.34;0.00;0.000;0.00;0.00;0.00;629.91;9.000;-0.45;-0.00;-0.08;1033.86;14.000;59.02;0.20;6.56;398.96;4.000;128.80;0.88;37.13;1851.80;20.000;370.14;1.63;22.99;431.96;4.000;157.50;0.47;41.93;617.94;6.000;210.16;0.62;39.11;371.97;3.000;159.86;0.47;49.42;1867.80;20.000;189.15;0.48;11.65;347.97;3.000;73.17;0.17;24.18;699.93;7.000;92.39;0.22;15.18;794.92;8.000;101.24;0.24;14.65;499.95;5.000;65.99;0.18;15.18;0.00;0.000;0.00;0.00;0.00;399.96;4.000;52.80;0.15;15.18;514.95;5.000;59.41;0.68;13.27;439.96;4.000;90.02;0.34;23.53;329.97;3.000;67.51;0.23;23.53;852.42;8.000;127.81;0.44;17.24;219.98;2.000;35.57;0.07;18.60;574.95;5.000;92.19;0.23;18.44;344.97;3.000;55.31;0.11;18.44;229.98;2.000;36.87;0.10;18.44;114.99;1.000;18.44;0.05;18.44;609.94;6.000;53.68;0.14;10.12;618.44;6.000;57.91;0.18;10.77;229.98;2.000;36.87;0.13;18.44;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;974.90;10.000;22.93;0.08;2.70;1349.88;12.000;167.80;0.49;14.30;359.97;3.000;59.08;0.13;18.87;1149.90;10.000;158.86;0.33;15.89;129.99;1.000;27.31;0.06;24.16;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
12414;SEA/H FISH FINGERS;7;39144.21;379.000;7005.91;0.42;20.58;193.98;2.000;47.03;0.19;27.88;484.95;5.000;117.56;0.52;27.88;193.98;2.000;47.03;0.14;27.88;858.91;9.000;203.59;0.66;27.26;456.95;5.000;100.67;0.51;25.34;484.95;5.000;113.31;0.69;26.87;775.92;8.000;181.29;0.70;26.87;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1849.74;26.000;73.08;0.17;4.54;899.91;9.000;203.10;0.55;25.95;2629.65;35.000;197.89;0.52;8.65;1669.80;20.000;226.80;0.63;15.62;399.96;4.000;90.26;0.24;25.95;755.93;7.000;186.31;0.63;28.34;341.97;3.000;88.96;0.61;29.91;113.99;1.000;29.99;0.13;30.26;1239.90;10.000;317.60;0.95;29.46;495.96;4.000;127.04;0.37;29.46;619.95;5.000;158.80;0.47;29.46;619.95;5.000;158.80;0.40;29.46;2611.65;35.000;155.53;0.35;6.85;867.93;7.000;222.32;0.53;29.46;743.94;6.000;190.56;0.45;29.46;619.95;5.000;158.80;0.44;29.46;371.97;3.000;95.28;0.32;29.46;619.95;5.000;158.80;0.45;29.46;247.98;2.000;62.12;0.71;28.81;867.93;7.000;217.41;0.81;28.81;733.94;6.000;154.04;0.53;24.14;1585.87;13.000;319.75;1.09;23.19;853.93;7.000;172.17;0.34;23.19;731.94;6.000;145.88;0.36;22.92;1869.81;19.000;206.35;0.41;12.69;1219.90;10.000;240.29;0.65;22.65;1341.89;11.000;264.32;0.68;22.65;1122.91;9.000;218.58;0.58;22.38;1650.87;13.000;318.40;0.98;22.18;888.93;7.000;171.45;0.62;22.18;1015.92;8.000;195.94;0.68;22.18;126.99;1.000;24.49;0.06;22.18;1269.90;10.000;255.71;0.75;23.16;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;999.92;8.000;204.35;0.43;23.50;1099.89;11.000;70.49;0.15;7.37;353.97;3.000;66.20;0.14;21.51;239.98;2.000;47.61;0.14;22.81;0.00;0.000;0.00;0.00;0.00
12416;S/H CRISP&CHUNKY CLASSIC;7;26002.61;274.000;3522.99;0.21;15.58;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;839.88;12.000;28.59;0.18;3.92;629.91;9.000;21.45;0.08;3.92;226.97;3.000;22.33;0.08;11.31;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;449.95;5.000;93.21;0.25;23.82;530.94;6.000;104.02;0.29;22.53;89.99;1.000;18.64;0.05;23.82;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;719.91;9.000;61.64;0.16;9.85;239.97;3.000;21.33;0.05;10.22;1064.89;11.000;179.37;0.43;19.37;639.92;8.000;42.69;0.10;7.67;448.46;4.000;96.58;0.27;24.77;344.97;3.000;79.93;0.27;26.65;824.15;10.000;66.63;0.19;9.30;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;1526.82;18.000;356.83;0.70;26.88;519.20;5.000;87.92;0.22;19.47;459.96;4.000;90.41;0.18;22.61;1383.54;16.000;107.97;0.29;8.97;1323.37;13.000;195.82;0.50;17.02;468.96;4.000;92.15;0.25;22.60;849.33;7.000;154.23;0.48;20.88;483.56;4.000;86.59;0.31;20.59;426.96;4.000;70.90;0.25;19.10;642.54;6.000;124.93;0.30;22.36;323.97;3.000;64.82;0.19;23.01;1329.86;14.000;105.73;0.37;9.14;1031.24;11.000;71.21;0.21;7.94;1513.43;17.000;71.87;0.15;5.46;543.45;5.000;107.32;0.22;22.71;2417.30;25.000;283.03;0.60;13.46;1730.13;17.000;267.57;0.78;17.78;1979.08;17.000;347.27;0.86;20.18
12480;SPAR CR CHKN STRIPS;7;41463.35;665.000;7034.15;0.42;19.51;686.89;11.000;152.66;0.63;25.56;1259.80;20.000;276.74;1.23;25.26;1133.82;18.000;249.07;0.74;25.26;1326.73;27.000;95.40;0.31;8.27;503.92;8.000;110.70;0.57;25.26;944.85;15.000;207.56;1.27;25.26;566.91;9.000;124.53;0.48;25.26;629.90;10.000;138.37;0.50;25.26;503.92;8.000;110.70;0.33;25.26;944.85;15.000;207.56;0.48;25.26;566.91;9.000;124.53;0.34;25.26;818.87;13.000;179.88;0.48;25.26;269.96;4.000;59.89;0.17;25.51;1006.81;19.000;65.51;0.18;7.48;965.86;14.000;214.93;0.73;25.59;551.92;8.000;122.82;0.84;25.59;758.89;11.000;171.30;0.76;25.96;689.90;10.000;155.73;0.47;25.96;1002.85;15.000;207.85;0.61;23.83;965.86;14.000;220.26;0.65;26.23;965.86;14.000;217.23;0.55;25.86;1499.72;28.000;124.39;0.28;9.54;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;69.99;1.000;14.60;0.04;23.99;1244.79;21.000;148.03;0.50;13.68;784.86;14.000;66.97;0.19;9.81;894.84;16.000;34.08;0.39;4.38;1069.83;17.000;163.66;0.61;17.59;629.91;9.000;129.22;0.44;23.59;209.97;3.000;43.07;0.15;23.59;909.87;13.000;186.66;0.36;23.59;349.95;5.000;71.79;0.18;23.59;1407.76;24.000;164.31;0.33;13.42;559.92;8.000;114.00;0.31;23.41;629.91;9.000;128.25;0.33;23.41;279.96;4.000;57.00;0.15;23.41;1445.74;26.000;113.03;0.35;8.99;891.84;16.000;77.11;0.28;9.94;539.91;9.000;68.46;0.24;14.58;909.87;13.000;185.25;0.44;23.41;979.86;14.000;230.29;0.67;27.03;839.88;12.000;171.00;0.60;23.41;1515.73;27.000;127.28;0.37;9.66;998.82;18.000;85.00;0.18;9.79;1147.81;19.000;171.18;0.36;17.15;2750.60;40.000;579.94;1.23;24.25;1020.85;15.000;200.51;0.58;22.59;815.88;12.000;165.85;0.41;23.38
12481;SPAR CR CHKN SPICY WINGS;7;29969.95;505.000;3969.70;0.24;15.23;182.97;3.000;41.96;0.17;26.38;251.96;4.000;55.35;0.25;25.26;314.95;5.000;69.19;0.21;25.26;643.86;14.000;16.68;0.05;2.98;314.95;5.000;69.19;0.35;25.26;314.95;5.000;69.19;0.42;25.26;314.95;5.000;69.19;0.27;25.26;377.94;6.000;83.02;0.30;25.26;62.99;1.000;13.84;0.04;25.26;566.91;9.000;124.53;0.29;25.26;251.96;4.000;55.35;0.15;25.26;188.97;3.000;41.51;0.11;25.26;332.95;5.000;70.03;0.20;24.19;1756.66;34.000;83.75;0.23;5.48;68.99;1.000;15.35;0.05;25.59;206.97;3.000;46.06;0.31;25.59;758.89;11.000;171.30;0.76;25.96;413.94;6.000;93.44;0.28;25.96;413.94;6.000;93.92;0.28;26.09;551.92;8.000;125.87;0.37;26.23;413.94;6.000;93.46;0.24;25.97;704.87;13.000;63.90;0.15;10.42;620.91;9.000;139.49;0.34;25.84;206.97;3.000;46.50;0.11;25.84;559.92;8.000;116.80;0.33;23.99;1104.81;19.000;118.83;0.40;12.37;1434.75;25.000;143.00;0.40;11.46;1324.77;23.000;82.41;0.94;7.15;1049.82;18.000;117.70;0.44;12.89;1484.73;27.000;116.23;0.40;9.00;1049.85;15.000;215.37;0.73;23.59;209.97;3.000;43.07;0.08;23.59;699.90;10.000;143.58;0.35;23.59;1619.70;30.000;102.49;0.20;7.28;769.89;11.000;156.75;0.42;23.41;279.96;4.000;57.00;0.15;23.41;489.93;7.000;99.75;0.27;23.41;1199.78;22.000;79.43;0.24;7.61;1025.80;20.000;40.44;0.15;4.53;414.93;7.000;49.93;0.17;13.84;279.96;4.000;57.00;0.14;23.41;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;794.85;15.000;38.20;0.11;5.53;1536.71;29.000;73.86;0.16;5.53;899.83;17.000;42.59;0.09;5.44;412.94;6.000;86.49;0.18;24.09;340.95;5.000;67.42;0.20;22.74;747.89;11.000;169.31;0.42;26.03
12489;SPAR CHIC CRUMBED BITES;7;41484.28;672.000;6709.74;0.40;18.60;731.88;12.000;167.86;0.69;26.38;188.97;3.000;41.51;0.18;25.26;944.85;15.000;207.56;0.62;25.26;786.84;16.000;57.00;0.19;8.33;377.94;6.000;83.02;0.42;25.26;314.95;5.000;69.19;0.42;25.26;125.98;2.000;27.67;0.11;25.26;944.85;15.000;207.56;0.75;25.26;692.89;11.000;152.21;0.45;25.26;692.89;11.000;152.21;0.35;25.26;881.86;14.000;193.72;0.53;25.26;692.89;11.000;152.21;0.40;25.26;734.89;11.000;159.11;0.44;24.90;2396.57;43.000;236.05;0.64;11.33;620.91;9.000;138.17;0.47;25.59;620.91;9.000;138.17;0.94;25.59;758.89;11.000;171.30;0.76;25.96;758.89;11.000;171.30;0.51;25.96;811.88;12.000;173.76;0.51;24.61;827.88;12.000;188.80;0.56;26.23;482.93;7.000;108.96;0.27;25.95;1006.81;19.000;76.63;0.17;8.75;275.96;4.000;62.00;0.15;25.84;1034.85;15.000;231.01;0.54;25.67;347.95;5.000;73.81;0.21;24.39;799.86;14.000;77.54;0.26;11.15;964.83;17.000;89.63;0.25;10.68;634.89;11.000;40.55;0.46;7.34;809.88;12.000;152.19;0.57;21.61;0.00;0.000;0.00;0.00;0.00;839.88;12.000;172.30;0.59;23.59;139.98;2.000;28.72;0.06;23.59;909.87;13.000;186.66;0.46;23.59;1543.72;28.000;120.51;0.24;8.98;979.86;14.000;199.50;0.54;23.41;559.92;8.000;114.00;0.29;23.41;1259.82;18.000;256.50;0.68;23.41;491.92;8.000;67.19;0.21;15.71;1675.67;33.000;56.57;0.21;3.88;1144.80;20.000;115.61;0.40;11.61;419.94;6.000;85.50;0.20;23.41;1469.79;21.000;342.36;1.00;26.79;839.88;12.000;171.00;0.60;23.41;1585.72;28.000;141.53;0.41;10.26;2005.63;37.000;133.39;0.28;7.65;2095.64;36.000;255.51;0.53;14.02;1236.82;18.000;260.03;0.55;24.18;475.93;7.000;93.16;0.27;22.51;543.92;8.000;109.04;0.27;23.05
12492;SPAR CRMBD CHKN MXD POR;7;349079.41;4 601.000;35696.13;2.15;11.76;3071.61;39.000;683.70;2.83;25.60;1410.83;17.000;307.33;1.37;25.05;12163.03;197.000;954.75;2.85;9.03;2157.74;26.000;470.03;1.54;25.05;2821.66;34.000;614.66;3.14;25.05;7206.86;114.000;668.31;4.10;10.66;1825.78;22.000;397.72;1.54;25.05;995.88;12.000;216.94;0.78;25.05;1244.85;15.000;271.17;0.80;25.05;1991.76;24.000;433.88;1.00;25.05;1576.81;19.000;343.49;0.93;25.05;6709.06;94.000;976.41;2.58;16.74;2599.68;32.000;489.98;1.37;21.67;2519.72;28.000;556.96;1.51;25.42;1709.81;19.000;377.94;1.28;25.42;10148.57;143.000;876.11;5.98;9.93;4454.47;53.000;816.70;3.60;21.08;9230.72;128.000;558.21;1.67;6.95;4121.45;55.000;370.03;1.08;10.32;4753.35;65.000;503.80;1.49;12.19;15656.78;222.000;1717.06;4.32;12.61;15848.84;216.000;1609.21;3.65;11.68;9013.87;113.000;1229.53;2.96;15.69;6785.22;78.000;1397.31;3.27;23.68;4118.55;45.000;908.40;2.55;25.36;1859.80;20.000;406.14;1.38;25.11;1745.82;18.000;380.88;1.07;25.09;5621.22;78.000;209.20;2.38;4.28;678.93;7.000;148.12;0.55;25.09;484.95;5.000;105.80;0.36;25.09;8136.93;107.000;641.31;2.19;9.06;15481.92;208.000;955.44;1.87;7.10;9958.80;120.000;1253.88;3.08;14.48;12107.56;156.000;1128.85;2.25;10.72;11912.71;159.000;852.80;2.31;8.23;10134.66;134.000;689.71;1.77;7.83;12320.34;166.000;708.10;1.88;6.61;3491.64;36.000;713.49;2.20;23.50;10279.62;138.000;654.62;2.37;7.32;9782.76;124.000;962.59;3.34;11.32;15728.97;203.000;1385.07;3.31;10.13;10806.61;139.000;907.46;2.64;9.66;9176.81;119.000;762.75;2.69;9.56;11760.46;154.000;979.36;2.87;9.58;9564.82;118.000;1118.50;2.37;13.45;4224.50;50.000;513.84;1.07;13.99;11142.49;151.000;617.73;1.31;6.38;17354.65;235.000;983.16;2.86;6.51;11185.54;146.000;867.71;2.15;8.92
12493;SPAR CRUMBED CHCKN BURGER;7;74679.42;1 523.000;10813.73;0.65;16.65;505.30;10.000;109.42;0.45;24.90;2155.47;53.000;167.77;0.75;8.95;679.86;14.000;122.39;0.37;20.70;1772.98;42.000;178.37;0.58;11.57;1195.71;29.000;52.48;0.27;5.05;1309.12;28.000;185.14;1.13;16.26;415.92;8.000;89.32;0.34;24.70;2595.39;61.000;261.90;0.95;11.60;2207.49;51.000;246.31;0.72;12.83;1193.17;23.000;254.54;0.59;24.53;4660.30;110.000;457.07;1.24;11.28;2555.43;57.000;339.36;0.90;15.27;1580.72;28.000;350.50;0.98;25.50;1362.06;24.000;299.36;0.81;25.28;1481.74;26.000;329.68;1.11;25.59;3284.31;69.000;419.82;2.87;14.70;1361.76;24.000;303.47;1.34;25.63;2469.50;50.000;312.67;0.93;14.56;1307.75;25.000;219.81;0.64;19.33;1241.77;23.000;235.83;0.70;21.84;1025.81;19.000;194.82;0.49;21.84;917.83;17.000;174.31;0.40;21.84;1455.03;27.000;274.49;0.66;21.70;1727.68;32.000;328.11;0.77;21.84;1440.04;26.000;274.32;0.77;21.91;341.94;6.000;67.64;0.23;22.75;1310.77;23.000;259.28;0.73;22.75;3419.40;75.000;318.96;3.64;10.73;1647.01;29.000;321.97;1.20;22.48;4622.05;95.000;534.64;1.83;13.30;1910.65;35.000;337.44;1.15;20.31;2621.46;54.000;302.30;0.59;13.26;2261.58;42.000;384.10;0.94;19.53;626.89;11.000;124.01;0.25;22.75;1655.80;35.000;163.15;0.44;11.33;191.96;4.000;20.56;0.05;12.32;0.00;0.000;0.00;0.00;0.00;1100.91;24.000;88.20;0.27;9.21;1268.75;25.000;175.54;0.64;15.91;848.83;17.000;109.88;0.38;14.89;405.93;7.000;85.00;0.20;24.08;927.84;16.000;194.28;0.57;24.08;289.95;5.000;60.71;0.21;24.08;1237.74;26.000;121.58;0.36;11.30;867.84;16.000;151.15;0.32;20.03;970.83;17.000;206.98;0.43;24.52;1985.58;42.000;213.90;0.45;12.39;1370.73;27.000;219.49;0.64;18.41;892.84;16.000;171.68;0.42;22.11
12494;SPAR CRUMB CHICKEN FILLET;7;23419.15;385.000;3378.14;0.20;16.59;302.95;5.000;70.09;0.29;26.61;0.00;0.000;0.00;0.00;0.00;188.97;3.000;41.51;0.12;25.26;292.94;6.000;19.79;0.06;7.77;62.99;1.000;13.84;0.07;25.26;188.97;3.000;41.51;0.25;25.26;125.98;2.000;27.67;0.11;25.26;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00;482.93;7.000;107.47;0.30;25.59;987.81;19.000;51.37;0.14;5.98;413.94;6.000;92.11;0.31;25.59;275.96;4.000;61.41;0.42;25.59;137.98;2.000;31.15;0.14;25.96;551.92;8.000;124.58;0.37;25.96;206.97;3.000;46.72;0.14;25.96;275.96;4.000;62.93;0.19;26.23;275.96;4.000;62.00;0.16;25.84;1568.71;29.000;139.89;0.32;10.26;827.88;12.000;185.99;0.45;25.84;482.93;7.000;108.00;0.25;25.72;698.90;10.000;146.41;0.41;24.09;1079.82;18.000;135.94;0.46;14.48;834.87;13.000;136.94;0.38;18.86;329.94;6.000;7.89;0.09;2.75;0.00;0.000;0.00;0.00;0.00;349.95;5.000;71.79;0.25;23.59;699.90;10.000;143.58;0.49;23.59;209.97;3.000;43.07;0.08;23.59;699.90;10.000;143.58;0.35;23.59;1813.67;33.000;137.59;0.27;8.72;209.97;3.000;42.75;0.12;23.41;419.94;6.000;85.50;0.22;23.41;559.92;8.000;114.00;0.30;23.41;525.92;8.000;90.59;0.28;19.81;1165.78;22.000;68.94;0.25;6.80;124.98;2.000;18.54;0.06;17.06;559.92;8.000;114.00;0.27;23.41;769.89;11.000;181.38;0.53;27.09;279.96;4.000;57.00;0.20;23.41;1055.82;18.000;116.06;0.34;12.64;1324.75;25.000;63.67;0.14;5.53;1779.67;33.000;111.32;0.23;7.19;273.96;4.000;59.56;0.13;25.00;0.00;0.000;0.00;0.00;0.00;0.00;0.000;0.00;0.00;0.00
12498;SPAR CHKN BURG CRMB CHSE;7;77746.33;1 562.000;12578.79;0.76;18.61;395.47;8.000;87.23;0.36;25.37;1351.74;26.000;332.62;1.48;28.30;779.85;15.000;202.75;0.61;29.90;2172.88;52.000;224.03;0.73;11.86;2147.52;48.000;346.18;1.77;18.54;1895.58;42.000;317.26;1.94;19.25;1039.80;20.000;270.33;1.04;29.90;1479.66;34.000;193.54;0.70;15.04;1739.61;39.000;261.13;0.77;17.26;675.87;13.000;175.71;0.41;29.90;3879.12;88.000;546.34;1.48;16.20;1867.59;41.000;310.24;0.82;19.10;948.83;17.000;286.30;0.80;34.70;1766.69;31.000;553.80;1.50;36.05;797.86;14.000;250.10;0.84;36.05;2393.50;50.000;368.14;2.51;17.69;1133.80;20.000;332.06;1.47;33.68;2862.43;57.000;397.49;1.19;15.97;1833.65;35.000;310.17;0.91;19.45;755.86;14.000;143.55;0.42;21.84;1187.78;22.000;225.58;0.57;21.84;1241.77;23.000;235.83;0.54;21.84;1619.70;30.000;307.60;0.74;21.84;1781.67;33.000;338.36;0.79;21.84;1964.65;35.000;379.60;1.06;22.22;1652.71;29.000;326.92;1.11;22.75;1424.75;25.000;281.83;0.79;22.75;1278.71;29.000;93.44;1.07;8.40;0.00;0.000;0.00;0.00;0.00;2891.40;60.000;330.98;1.13;13.16;1559.72;28.000;293.44;1.00;21.64;2384.51;49.000;273.82;0.53;13.21;1463.72;28.000;226.27;0.56;17.78;968.83;17.000;191.64;0.38;22.75;1592.67;33.000;178.05;0.48;12.86;2567.48;52.000;316.39;0.81;14.17;1025.82;18.000;202.92;0.54;22.75;2597.46;54.000;283.97;0.88;12.57;1151.76;24.000;123.39;0.45;12.32;2189.54;46.000;224.23;0.78;11.78;1889.66;34.000;341.55;0.82;20.79;729.87;13.000;136.99;0.40;21.58;695.88;12.000;145.71;0.51;24.08;1407.69;31.000;96.02;0.28;7.84;1849.65;35.000;297.84;0.63;18.52;796.86;14.000;170.55;0.35;24.61;2336.49;51.000;194.89;0.41;9.59;2364.49;51.000;219.24;0.64;10.66;1213.78;22.000;232.76;0.58;22.05
