,,,Totals, ,01/03/22, ,01/04/22, ,01/05/22, ,01/06/22, ,01/07/22, ,01/08/22, ,01/09/22, ,01/10/22, ,01/11/22, ,01/12/22, ,01/01/23, ,01/02/23, ,01/03/23, ,01/04/23, ,01/05/23, ,01/06/23, ,01/07/23, ,01/08/23, ,01/09/23, ,01/10/23, ,01/11/23, ,01/12/23, ,01/01/24, ,01/02/24, ,01/03/24, ,01/04/24, ,01/05/24, ,01/06/24, ,01/07/24, ,01/08/24, ,01/09/24, ,01/10/24, ,01/11/24, ,01/12/24, ,01/01/25, ,01/02/25, ,01/03/25, ,01/04/25, ,01/05/25, ,01/06/25, ,01/07/25, ,01/08/25, ,01/09/25, ,01/10/25, ,01/11/25, ,01/12/25, ,01/01/26, ,01/02/26, ,01/03/26, ,01/04/26, 
Product Code,Product Description,Department,< Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%)
34169,BEEF SHIN B/IN,2,450.315,0.29,1.750,0.12,16.752,1.15,11.710,0.93,34.677,2.18,19.300,1.15,21.458,1.25,2.452,0.17,1.466,0.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.390,0.17,13.260,0.81,49.316,1.79,26.689,1.06,16.768,0.68,7.354,0.24,15.158,0.50,4.754,0.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.346,0.06,24.810,0.17,8.248,0.01,15.276,0.33,12.737,0.23,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,7.136,0.21,3.988,0.10,4.544,0.10,0.000,0.00,21.408,0.57,14.180,0.39,45.890,0.86,19.363,0.30,2.848,0.10,0.000,0.00,0.000,0.00,1.837,0.05,2.105,0.09,2.193,0.11,17.152,0.40,0.000,0.00
32049,BEEF BILTONG,2,423.115,0.96,22.112,1.96,26.932,2.16,25.792,2.38,16.714,1.59,29.420,2.20,28.410,2.22,16.304,0.45,14.160,-0.66,15.790,-0.49,25.628,1.93,15.438,3.76,12.872,3.86,15.892,3.72,16.373,3.63,19.713,4.41,23.208,4.97,14.738,2.79,15.168,3.09,12.256,2.13,13.896,2.63,8.621,1.72,1.294,0.28,2.964,1.07,0.958,0.34,1.404,0.29,1.462,0.34,0.606,0.12,2.268,0.47,1.684,0.37,2.494,0.47,1.816,0.36,1.854,0.37,1.598,0.26,2.366,0.30,3.850,0.77,0.760,0.14,0.428,0.07,1.896,0.30,1.240,0.18,1.030,0.16,1.442,0.22,0.120,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.144,0.04
34237,KALAHARI BOEREWORS,2,409.015,0.15,2.828,0.11,16.564,0.56,8.594,0.34,64.709,1.04,10.890,0.34,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,3.270,0.10,10.200,0.39,0.870,0.03,0.000,0.00,0.000,0.00,2.916,0.04,30.374,0.48,19.945,0.26,0.000,0.00,0.000,0.00,10.916,0.14,11.482,0.09,26.718,0.38,23.829,0.40,9.052,0.13,0.000,0.00,0.000,0.00,22.376,0.26,0.000,0.00,0.000,0.00,0.000,0.00,31.043,0.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,59.612,1.35,0.000,0.00,0.000,0.00,0.000,0.00,42.827,0.96,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
12659,PORK TEXAN,2,408.550,0.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,14.868,0.25,53.505,0.80,1.342,0.03,2.064,0.03,138.026,2.14,77.530,2.23,68.752,1.36,45.985,1.11,6.478,0.15,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34251,LAMB STEW DELI-CO,2,396.573,0.28,15.876,0.77,13.290,0.59,13.513,0.64,5.104,0.38,5.400,0.27,6.090,0.17,8.294,0.18,6.716,0.17,2.915,0.12,16.850,0.49,2.306,0.16,3.804,0.26,8.370,0.50,15.902,0.83,10.155,0.41,10.660,0.52,9.264,0.44,6.654,0.32,14.350,0.57,7.052,0.31,6.169,0.30,17.078,0.31,10.438,0.31,7.972,0.26,8.139,0.28,7.774,0.31,6.658,0.29,5.670,0.26,14.488,0.70,10.774,0.44,10.664,0.46,7.956,0.31,8.802,0.22,7.628,0.14,6.504,0.19,11.964,0.32,11.770,0.28,17.636,0.41,17.072,0.36,14.450,0.34,4.402,0.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
62213,BACON BITS,2,386.000,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,75.000,0.28,81.000,0.33,45.000,0.20,66.000,0.28,35.000,0.18,43.000,0.20,14.000,0.07,27.000,0.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34182,BEEF TENDERISED STEAK,2,376.093,0.17,3.514,0.24,0.804,0.05,0.000,0.00,6.830,0.37,13.534,0.53,18.588,0.75,10.742,0.54,16.517,1.06,5.580,0.36,6.078,0.24,14.601,0.51,13.004,0.48,18.840,0.65,7.982,0.45,7.942,0.51,8.850,0.39,17.129,0.44,19.148,0.30,21.611,0.30,32.726,0.48,20.084,0.36,14.386,0.27,17.795,0.37,15.120,0.16,14.598,0.12,15.114,0.15,13.594,0.11,8.322,0.07,13.060,-0.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
12130,FLANK BEEF STEW CUBES,2,365.953,0.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,36.944,0.30,59.004,1.12,10.137,0.14,13.695,0.08,6.802,0.12,11.090,0.51,25.650,0.79,34.264,1.02,12.668,0.13,29.805,0.32,102.340,0.82,8.816,0.19,14.738,0.33,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
61369,SPAR T&T PORK STEAK TEXAN P/KG,2,357.786,0.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,82.060,0.48,85.318,0.86,63.821,0.85,79.725,0.84,46.862,0.78,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34157,BEEF FILLET,2,357.100,0.60,3.000,0.29,0.976,0.09,0.000,0.00,0.000,0.00,1.040,0.09,5.912,0.24,1.880,0.07,9.362,0.33,5.060,0.19,11.453,0.27,1.726,0.10,3.044,0.17,3.370,0.12,4.659,0.20,7.784,0.51,4.477,0.27,10.298,0.54,6.722,0.38,7.763,0.37,9.784,1.03,7.044,0.86,11.920,1.27,5.886,1.06,5.306,0.56,7.444,0.76,1.588,0.19,9.668,1.02,8.328,0.81,2.284,0.28,9.238,0.91,7.534,0.85,6.952,1.04,28.446,1.75,7.556,0.31,5.356,0.35,3.818,0.22,34.156,4.13,8.818,1.03,1.912,0.22,8.180,0.72,2.442,0.23,2.076,0.18,5.368,0.34,4.162,0.14,7.532,0.22,11.596,0.38,6.672,0.40,16.636,0.94,16.996,0.88,3.876,0.40
42417,SPRINKLE WORCESTER SAUCE,2,347.000,0.05,0.000,0.00,0.000,0.00,4.000,0.04,9.000,0.09,12.000,0.10,1.000,0.01,14.000,0.11,20.000,0.17,25.000,0.32,38.000,0.35,35.000,0.36,30.000,0.31,23.000,0.19,24.000,0.20,5.000,0.05,10.000,0.09,4.000,0.03,14.000,0.12,16.000,0.12,7.000,0.04,21.000,0.13,15.000,0.06,4.000,0.03,0.000,0.00,0.000,0.00,11.000,0.07,5.000,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
59021,BW OUBAAS SALAMI STICKS,2,336.000,0.28,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.000,0.04,21.000,0.85,14.000,0.58,15.000,0.51,41.000,0.97,13.000,0.47,15.000,0.52,10.000,0.36,13.000,0.47,17.000,0.56,8.000,0.29,12.000,0.42,21.000,0.69,15.000,0.58,14.000,0.41,16.000,0.52,37.000,0.98,20.000,0.77,13.000,0.44,16.000,0.50,4.000,0.25
34159,BEEF ROAST,2,335.473,0.20,0.768,0.04,1.116,0.05,0.000,0.00,7.081,0.41,9.538,0.20,14.554,0.39,11.302,0.39,9.814,0.42,5.442,0.25,10.816,0.31,13.449,0.38,11.353,0.33,10.172,0.24,5.743,0.21,4.730,0.19,8.330,0.19,9.710,0.16,1.302,0.04,6.974,0.24,16.254,0.57,12.490,0.41,4.840,0.11,4.742,0.16,6.418,0.15,5.442,0.09,5.198,0.11,4.752,0.09,9.750,0.18,11.631,-0.03,2.602,0.08,13.666,0.42,4.656,0.15,10.567,0.17,21.980,0.42,4.866,0.15,4.078,0.11,7.934,0.20,2.338,0.08,2.380,0.08,2.398,0.09,2.216,0.08,1.054,0.01,3.314,0.16,10.314,0.62,12.632,0.83,0.642,0.03,0.000,0.00,2.045,0.06,2.080,0.05,0.000,0.00
34285,PORK RASHER,2,335.047,0.10,13.988,0.39,29.485,0.86,9.302,0.28,7.986,0.26,10.247,0.29,2.282,0.05,0.000,0.00,0.000,0.00,0.000,0.00,22.202,0.24,24.362,0.51,21.124,0.18,18.677,0.47,18.638,0.49,23.712,0.38,19.432,0.01,3.584,0.01,18.084,0.22,9.888,0.23,4.524,0.11,0.000,0.00,10.154,0.16,0.000,0.00,6.880,-0.00,0.000,0.00,0.000,0.00,10.374,0.20,1.388,0.03,28.052,0.50,12.150,0.22,6.820,0.13,0.000,0.00,1.254,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.458,0.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34268,MUTTON STEW,2,321.428,0.19,13.694,0.49,12.246,0.40,10.936,0.41,14.895,0.57,15.746,0.60,6.662,0.34,6.674,0.30,5.786,0.16,5.960,0.16,8.905,0.15,8.972,0.41,6.342,0.24,6.253,0.15,8.747,0.26,14.316,0.48,17.228,0.76,3.298,0.16,10.397,0.59,14.816,0.80,6.606,0.39,4.448,0.24,16.341,0.40,3.328,0.15,5.122,0.13,10.632,0.30,5.944,0.21,3.362,0.10,3.134,0.10,4.660,0.15,0.530,0.01,0.000,0.00,0.000,0.00,0.000,0.00,3.600,0.05,0.000,0.00,4.502,0.09,9.690,0.17,8.622,0.15,17.420,0.28,16.752,0.29,4.862,0.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34245,LAMB LEG CHOPS,2,314.537,0.36,1.018,0.06,0.000,0.00,1.098,0.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.824,0.12,13.186,0.62,6.374,0.21,1.202,0.08,0.000,0.00,0.650,0.05,0.000,0.00,8.380,0.72,2.796,0.23,0.000,0.00,1.434,0.11,1.970,0.13,1.174,0.09,1.046,0.08,2.462,0.10,22.170,1.42,16.950,1.07,17.214,0.85,13.124,0.78,4.080,0.21,19.472,1.03,34.512,1.92,24.853,1.26,0.000,0.00,4.112,0.26,5.358,0.28,16.008,0.63,7.970,0.50,1.800,0.10,9.776,0.49,21.412,1.07,20.414,0.92,14.144,0.70,15.000,0.72,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.554,0.03,0.000,0.00,0.000,0.00,0.000,0.00
44899,LAMB BRAAI CHOP,2,306.182,0.34,0.602,0.03,0.732,0.04,0.932,0.05,0.416,0.03,18.932,1.00,14.138,0.78,6.516,0.23,5.547,0.19,1.884,0.03,4.406,0.15,4.310,0.28,6.220,0.39,2.506,0.18,2.844,0.23,2.614,0.22,3.894,0.32,33.278,2.73,14.545,1.15,4.578,0.31,6.440,0.47,1.058,0.07,7.000,0.27,16.896,1.09,6.270,0.40,8.202,0.40,12.952,0.77,6.780,0.35,11.214,0.63,4.002,0.24,7.586,0.39,9.184,0.50,7.730,0.44,9.078,0.43,4.694,0.17,6.112,0.36,8.714,0.45,15.054,0.69,7.738,0.35,10.590,0.44,8.296,0.38,1.698,0.07,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
58405,DELI-CO PORK RASHER,2,303.312,0.26,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,12.468,0.50,29.500,0.84,29.877,0.97,42.435,1.73,38.481,1.14,38.395,1.20,35.986,1.90,27.108,1.18,25.888,0.93,16.414,0.45,6.760,0.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34232,SHOULDER GAMMON BONE IN,2,297.645,0.09,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,8.772,0.36,51.447,1.34,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.526,0.10,70.696,0.72,4.596,0.08,4.290,0.04,9.007,0.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,20.732,0.08,58.430,0.17,1.891,0.01,4.006,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.282,0.08,48.198,0.43,0.000,0.00,0.000,0.00,0.000,0.00,2.772,0.04
46387,SIX GUN GRILL BURGER 8'S,2,293.809,0.09,44.000,0.99,10.000,0.20,18.000,0.43,7.000,0.17,21.000,0.40,27.000,0.53,29.760,0.55,19.936,0.51,13.488,0.34,22.854,0.35,11.372,0.34,0.000,0.00,0.000,0.00,0.000,0.00,6.548,0.14,7.856,0.16,1.324,0.02,8.816,0.07,15.410,0.12,0.000,0.00,9.575,0.14,11.768,0.19,2.518,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.584,0.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
12702,DELI CO SKILPADJIES WHOLE,2,289.497,0.13,0.000,0.00,15.028,0.42,16.682,0.56,14.524,0.50,21.196,0.57,18.362,0.52,17.888,0.45,19.346,0.55,18.412,0.52,15.038,0.25,5.306,0.17,12.074,0.37,0.000,0.00,18.288,0.43,7.354,0.20,1.924,0.06,12.664,0.32,11.128,0.30,8.580,0.20,12.039,0.38,3.534,0.11,8.048,0.18,2.114,0.08,3.868,0.14,8.346,0.21,0.000,0.00,1.364,0.04,2.390,0.07,1.612,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.876,0.14,5.858,0.18,0.654,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
38927,T&T BACON DICED,2,289.000,0.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,4.000,0.07,13.000,0.26,17.000,0.36,41.000,0.48,29.000,0.44,13.000,0.29,19.000,0.33,17.000,0.20,12.000,0.23,15.000,0.26,16.000,0.25,11.000,0.16,6.000,0.09,3.000,0.05,9.000,0.13,6.000,0.02,6.000,0.07,8.000,0.13,4.000,0.07,30.000,0.30,9.000,0.14,1.000,0.02,0.000,0.00,0.000,0.00
63482,TENDERISE STEAK,2,288.155,0.19,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,9.994,0.28,29.192,1.36,44.073,1.37,29.585,0.95,33.825,0.70,48.481,1.51,32.362,0.81,44.300,0.84,16.343,0.56
55100,LAMB FQ PACK,2,281.442,0.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.854,0.08,4.812,0.20,3.598,0.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,108.088,3.00,8.750,0.23,0.000,0.00,6.026,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,55.738,1.54,33.588,0.70,58.988,2.58
12144, BEEF STIRFRY,2,279.369,0.19,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,22.180,0.60,13.526,0.38,13.185,0.37,17.648,0.38,10.701,0.20,15.645,0.50,13.638,0.36,15.676,0.32,14.168,0.35,11.334,0.33,8.804,0.27,10.992,0.27,8.885,0.22,13.254,0.59,16.426,0.56,10.786,0.38,10.490,0.28,17.531,0.70,15.626,0.54,15.195,0.49,3.679,0.22
34240,LAMB BRAAI RIB,2,278.969,0.19,2.538,0.11,0.186,0.01,23.599,0.58,19.116,1.11,3.508,0.14,12.385,0.23,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.172,0.07,6.502,0.33,6.502,0.27,6.756,0.33,2.310,0.11,3.934,0.20,4.260,0.20,12.182,0.48,3.766,0.16,1.050,0.04,7.618,0.14,7.100,0.21,5.502,0.17,2.352,0.06,5.532,0.16,4.964,0.12,7.401,0.22,7.198,0.28,6.530,0.18,13.852,0.39,12.222,0.37,10.654,0.28,9.510,0.24,2.038,0.10,3.796,0.11,6.956,0.23,8.658,0.26,5.600,0.15,4.300,0.14,3.596,0.14,3.942,0.17,5.278,0.28,6.080,0.20,4.222,0.15,5.200,0.13,2.476,0.09,0.000,0.00,5.626,0.22,0.000,0.00
50339,LAMB  LIVER,2,274.432,0.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,27.628,0.34,20.078,0.25,6.168,0.05,17.898,0.42,19.104,0.41,8.454,0.14,11.772,0.22,16.758,0.34,12.756,0.25,1.696,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,10.408,0.16,2.478,0.04,6.838,0.09,1.436,0.02,12.240,0.18,5.352,0.07,4.244,0.04,3.740,0.06,2.166,0.03,11.002,0.13,8.948,0.11,3.738,0.04,7.424,0.09,9.158,0.14,9.158,0.13,3.302,0.06,5.838,0.09,3.656,0.06,1.040,0.01,4.194,0.08,6.872,0.14,5.222,0.10,3.666,0.13
12174,SPAR STEAK CO SIRLOIN.,2,271.270,0.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,10.406,0.35,9.464,0.27,11.238,0.37,15.840,0.51,11.443,0.36,0.653,0.02,7.022,0.21,28.148,0.63,21.346,0.75,27.494,0.84,23.695,0.67,18.020,0.58,22.810,0.72,23.604,0.69,20.853,0.58,9.874,0.13,9.360,0.26,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34247,LAMB NECK,2,270.768,0.19,2.556,0.12,2.778,0.13,3.242,0.17,2.002,0.13,3.624,0.23,1.260,0.06,0.000,0.00,0.560,0.02,3.255,0.12,2.782,0.08,0.574,0.03,1.046,0.06,4.017,0.20,4.350,0.18,2.828,0.13,3.514,0.17,2.380,0.11,4.720,0.22,4.454,0.17,3.264,0.14,3.868,0.17,9.202,0.17,4.508,0.14,3.068,0.11,6.436,0.15,5.392,0.16,7.868,0.26,5.550,0.19,4.946,0.16,10.036,0.28,9.818,0.28,4.118,0.12,9.556,0.25,9.712,0.23,6.230,0.31,7.242,0.22,9.636,0.31,10.974,0.30,8.260,0.16,7.580,0.20,4.348,0.18,5.276,0.27,3.780,0.29,8.322,0.26,15.736,0.34,13.112,0.32,6.988,0.24,3.822,0.15,9.606,0.19,2.572,0.18
