Department No,Department Name,"Sub-
Dept.",Sub Department,Date,Opening Stock at CP,Purchases at CP,IDTs,Stock Adjustments at CP,Waste Adjustments at CP,Recipe Auto Produce at CP,Waste to Sales %,Sales at Cost,S.Take Var to Fin Stock,Fin S.Take Var to Sales %,Theo. Fin Closing Stock,Actual Stock at CP (Products),Theo to Act Difference CP,Stock Variance (Last Stock Take) at CP,Act S.Take Var to Sales %,Sales Excl. VAT,Front End GP%,Actual Fin GP%,Calc Cost of Sales,Calc GP R,Sales Excl. VAT (%),Stock Days CP
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/01/13,170 455.95,103 943.53,0.00,0.00,-68.87,0.00,-0.16,-32 182.12,0.00,0.00,242 148.48,238 950.53,-3 197.95,0.00,0.00,43 776.12,26.48,26.33,32 250.99,11 525.13,0.16,52.67
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/01/20,242 148.48,48 532.76,0.00,0.00,0.00,0.00,0.00,-38 007.00,0.00,0.00,252 674.24,249 552.55,-3 121.69,0.00,0.00,53 296.37,28.69,28.69,38 007.00,15 289.37,0.19,46.54
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/01/27,252 674.24,27 586.14,-110.79,0.00,0.00,0.00,0.00,-36 782.26,0.00,0.00,243 367.33,240 331.23,-3 036.10,0.00,0.00,51 221.33,28.19,28.19,36 782.26,14 439.07,0.18,46.32
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/02/03,243 367.33,42 425.56,-41.82,0.00,0.00,0.00,0.00,-38 575.20,0.00,0.00,247 175.87,245 432.77,-1 743.10,0.00,0.00,53 047.07,27.28,27.28,38 575.20,14 471.87,0.19,44.85
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/02/10,247 175.87,65 370.17,-739.11,0.00,0.00,0.00,0.00,-49 857.59,0.00,0.00,261 949.34,259 516.47,-2 432.87,0.00,0.00,68 104.43,26.79,26.79,49 857.59,18 246.84,0.24,36.78
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/02/17,261 949.34,35 740.09,-90.65,0.00,0.00,0.00,0.00,-30 366.64,0.00,0.00,267 232.14,262 884.68,-4 347.46,0.00,0.00,42 832.01,29.10,29.10,30 366.64,12 465.37,0.15,61.60
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/02/24,267 232.14,79 655.13,-13.86,0.00,0.00,0.00,0.00,-54 014.65,-17 039.60,-24.50,275 819.15,289 391.70,13 572.55,-13 572.54,0.00,69 562.47,22.35,-2.14,71 054.26,-1 491.79,0.25,35.74
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/03/03,275 819.15,15 171.48,0.00,0.00,0.00,0.00,0.00,-44 562.82,0.00,0.00,246 427.81,245 178.72,-1 249.09,0.00,0.00,57 439.77,22.42,22.42,44 562.82,12 876.95,0.20,38.71
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/03/10,246 427.81,46 754.76,-24.75,0.00,0.00,0.00,0.00,-38 581.55,0.00,0.00,254 576.27,253 908.44,-667.83,0.00,0.00,53 100.57,27.34,27.34,38 581.55,14 519.03,0.19,46.19
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/03/17,254 576.27,28 211.40,0.00,0.00,0.00,0.00,0.00,-40 299.60,0.00,0.00,242 488.07,241 736.97,-751.09,0.00,0.00,55 812.25,27.79,27.79,40 299.60,15 512.65,0.20,42.12
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/03/24,242 488.07,23 161.14,-37.13,0.00,0.00,0.00,0.00,-56 567.80,0.00,0.00,209 044.27,208 113.51,-930.76,0.00,0.00,76 264.63,25.83,25.83,56 567.80,19 696.82,0.27,25.87
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/03/31,209 044.27,60 313.73,0.00,0.00,0.00,0.00,0.00,-47 895.12,0.00,0.00,221 462.88,214 622.84,-6 840.04,0.00,0.00,63 996.37,25.16,25.16,47 895.12,16 101.25,0.23,32.37
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/04/07,221 462.88,79 414.14,-19.47,0.00,0.00,0.00,0.00,-44 470.15,0.00,0.00,256 387.40,251 400.70,-4 986.70,0.00,0.00,62 046.04,28.33,28.33,44 470.15,17 575.89,0.22,40.36
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/04/14,256 387.40,26 273.61,0.00,0.00,0.00,0.00,0.00,-67 284.01,0.00,0.00,215 377.00,211 171.62,-4 205.39,0.00,0.00,93 599.45,28.11,28.11,67 284.01,26 315.44,0.33,22.41
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/04/21,215 377.00,43 589.83,0.00,0.00,0.00,0.00,0.00,-52 635.36,0.00,0.00,206 331.47,203 131.17,-3 200.30,0.00,0.00,63 658.31,17.32,17.32,52 635.36,11 022.95,0.23,27.44
14,SWEETS & SNACKS,1402,SWEETS & CHOCOLATES,2025/04/28,206 331.47,10 138.50,-68.42,0.00,0.00,0.00,0.00,-55 240.97,0.00,0.00,161 160.58,159 378.47,-1 782.11,0.00,0.00,65 078.93,15.12,15.12,55 240.97,9 837.96,0.23,20.42
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2024/12/30,110 075.08,28 607.18,-21.99,0.00,0.00,0.00,0.00,-41 640.22,0.00,0.00,97 020.05,107 296.89,10 276.84,0.00,0.00,49 964.86,16.66,16.66,41 640.22,8 324.64,0.18,16.31
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/01/06,97 020.05,45 943.38,-65.98,0.00,0.00,0.00,0.00,-28 403.33,0.00,0.00,114 494.11,123 745.58,9 251.46,0.00,0.00,36 987.36,23.21,23.21,28 403.33,8 584.02,0.13,28.22
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/01/13,114 494.11,14 809.97,-21.99,0.00,0.00,0.00,0.00,-25 055.51,0.00,0.00,104 226.58,113 608.74,9 382.16,0.00,0.00,32 976.01,24.02,24.02,25 055.51,7 920.50,0.12,29.12
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/01/20,104 226.58,35 040.03,-43.98,0.00,0.00,0.00,0.00,-35 647.75,0.00,0.00,103 574.88,113 756.89,10 182.02,0.00,0.00,43 629.99,18.30,18.30,35 647.75,7 982.24,0.15,20.34
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/01/27,103 574.88,28 350.14,-176.80,0.00,0.00,0.00,0.00,-33 007.50,0.00,0.00,98 740.71,108 482.47,9 741.76,0.00,0.00,40 805.63,19.11,19.11,33 007.50,7 798.13,0.14,20.94
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/02/03,98 740.71,26 053.08,-39.24,0.00,0.00,0.00,0.00,-32 297.27,0.00,0.00,92 457.28,101 292.42,8 835.14,0.00,0.00,40 668.13,20.58,20.58,32 297.27,8 370.86,0.14,20.04
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/02/10,92 457.28,41 239.60,-669.55,0.00,-54.40,0.00,-0.14,-28 670.19,0.00,0.00,104 302.74,113 064.55,8 761.82,0.00,0.00,37 673.20,23.90,23.75,28 724.59,8 948.61,0.13,25.47
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/02/17,104 302.74,30 028.64,-101.49,0.00,0.00,0.00,0.00,-24 111.29,0.00,0.00,110 118.60,119 718.13,9 599.53,0.00,0.00,31 990.55,24.63,24.63,24 111.29,7 879.26,0.11,31.97
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/02/24,110 118.60,43 898.86,-633.38,0.00,0.00,0.00,0.00,-40 785.67,-16 405.85,-32.78,96 192.57,120 350.87,24 158.30,-24 158.39,0.00,50 044.52,18.50,-14.28,57 191.52,-7 147.00,0.18,16.51
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/03/03,96 192.57,23 459.88,-61.23,0.00,0.00,0.00,0.00,-36 189.21,0.00,0.00,83 402.01,83 975.53,573.52,0.00,0.00,44 729.51,19.09,19.09,36 189.21,8 540.31,0.16,16.13
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/03/10,83 402.01,34 078.74,-39.24,0.00,0.00,0.00,0.00,-28 882.94,0.00,0.00,88 558.57,87 078.68,-1 479.89,0.00,0.00,38 620.88,25.21,25.21,28 882.94,9 737.94,0.14,21.46
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/03/17,88 558.57,20 850.09,0.00,0.00,0.00,0.00,0.00,-33 144.99,0.00,0.00,76 263.67,75 956.10,-307.57,0.00,0.00,42 140.97,21.35,21.35,33 144.99,8 995.98,0.15,16.11
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/03/24,76 263.67,48 064.47,-39.24,0.00,0.00,0.00,0.00,-43 606.64,0.00,0.00,80 682.26,78 063.63,-2 618.63,0.00,0.00,53 676.21,18.76,18.76,43 606.64,10 069.57,0.19,12.95
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/03/31,80 682.26,52 617.60,0.00,0.00,0.00,0.00,0.00,-34 875.90,0.00,0.00,98 423.96,92 463.14,-5 960.83,0.00,0.00,43 115.46,19.11,19.11,34 875.90,8 239.57,0.15,19.75
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/04/07,98 423.96,24 578.45,0.00,0.00,0.00,0.00,0.00,-24 862.83,0.00,0.00,98 139.57,94 475.53,-3 664.04,0.00,0.00,33 723.64,26.27,26.27,24 862.83,8 860.81,0.12,27.63
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/04/14,98 139.57,17 825.88,-39.24,0.00,0.00,0.00,0.00,-29 333.79,0.00,0.00,86 592.42,83 380.58,-3 211.84,0.00,0.00,39 238.02,25.24,25.24,29 333.79,9 904.23,0.14,20.66
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/04/21,86 592.42,56 751.11,0.00,0.00,-398.79,0.00,-0.92,-35 411.09,0.00,0.00,107 898.86,105 208.86,-2 324.78,0.00,0.00,43 138.80,17.91,16.99,35 809.88,7 328.92,0.15,21.26
14,SWEETS & SNACKS,1403,CHIPS & SNAKS,2025/04/28,107 533.64,33 931.18,-21.99,0.00,0.00,0.00,0.00,-34 580.88,0.00,0.00,106 861.95,103 075.03,-3 786.92,0.00,0.00,41 930.98,17.53,17.53,34 580.88,7 350.10,0.15,21.63
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2024/12/30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/01/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/01/13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/01/20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/01/27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/02/03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/02/10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/02/17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/02/24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/03/03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/03/10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/03/17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/03/24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/03/31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/04/07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/04/14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/04/21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1501,SALEABLE PACKAGING,2025/04/28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2024/12/30,11 734.72,5 006.82,0.00,0.00,0.00,0.00,0.00,-5 335.79,0.00,0.00,11 405.75,11 602.35,196.60,0.00,0.00,6 672.00,20.03,20.03,5 335.79,1 336.21,0.02,14.96
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/01/06,11 405.75,4 172.36,0.00,0.00,0.00,0.00,0.00,-4 922.72,0.00,0.00,10 655.40,10 852.13,196.73,0.00,0.00,6 155.48,20.03,20.03,4 922.72,1 232.76,0.02,15.15
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/01/13,10 655.40,4 172.35,0.00,0.00,0.00,0.00,0.00,-4 522.16,0.00,0.00,10 305.59,10 502.48,196.88,0.00,0.00,5 889.35,23.21,23.21,4 522.16,1 367.19,0.02,15.95
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/01/20,10 305.59,4 172.35,0.00,0.00,0.00,0.00,0.00,-5 571.96,0.00,0.00,8 905.99,9 103.02,197.03,0.00,0.00,7 257.61,23.23,23.23,5 571.96,1 685.65,0.03,11.19
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/01/27,8 905.99,3 337.88,0.00,0.00,0.00,0.00,0.00,-5 621.19,0.00,0.00,6 622.67,6 911.15,288.48,0.00,0.00,7 321.74,23.23,23.23,5 621.19,1 700.55,0.03,8.25
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/02/03,6 622.67,7 510.25,0.00,0.00,0.00,0.00,0.00,-5 586.98,0.00,0.00,8 545.95,8 834.68,288.73,0.00,0.00,7 088.39,21.18,21.18,5 586.98,1 501.41,0.03,10.71
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/02/10,8 545.95,5 006.82,0.00,0.00,0.00,0.00,0.00,-5 311.59,0.00,0.00,8 241.17,8 530.08,288.91,0.00,0.00,6 641.74,20.03,20.03,5 311.59,1 330.15,0.02,10.86
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/02/17,8 241.17,6 914.19,0.00,0.00,0.00,0.00,0.00,-5 143.80,0.00,0.00,10 011.56,12 016.63,2 005.07,0.00,0.00,5 857.04,12.18,12.18,5 143.80,713.24,0.02,13.62
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/02/24,10 011.56,6 033.15,0.00,0.00,0.00,0.00,0.00,-7 297.32,-3 803.09,-44.35,4 944.31,9 665.70,4 721.39,-4 721.39,0.00,8 576.13,14.91,-29.43,11 100.40,-2 524.27,0.03,4.74
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/03/03,4 944.31,6 693.04,0.00,0.00,0.00,0.00,0.00,-6 378.24,0.00,0.00,5 259.11,5 258.87,-0.24,0.00,0.00,8 286.96,23.03,23.03,6 378.24,1 908.72,0.03,5.77
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/03/10,5 259.11,5 856.42,0.00,0.00,0.00,0.00,0.00,-5 344.20,0.00,0.00,5 771.33,5 770.87,-0.46,0.00,0.00,6 943.48,23.03,23.03,5 344.20,1 599.28,0.02,7.56
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/03/17,5 771.33,5 019.79,0.00,0.00,0.00,0.00,0.00,-5 111.63,0.00,0.00,5 679.49,5 678.84,-0.65,0.00,0.00,6 641.30,23.03,23.03,5 111.63,1 529.68,0.02,7.78
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/03/24,5 679.49,6 693.04,0.00,0.00,0.00,0.00,0.00,-6 369.87,0.00,0.00,6 002.66,6 001.77,-0.89,0.00,0.00,8 276.09,23.03,23.03,6 369.87,1 906.21,0.03,6.60
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/03/31,6 002.66,5 019.79,0.00,0.00,0.00,0.00,0.00,-5 338.34,0.00,0.00,5 684.10,5 683.02,-1.08,0.00,0.00,6 935.87,23.03,23.03,5 338.34,1 597.52,0.02,7.45
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/04/07,5 684.10,5 856.40,0.00,0.00,0.00,0.00,0.00,-4 597.12,0.00,0.00,6 943.39,6 942.11,-1.28,0.00,0.00,5 972.83,23.03,23.03,4 597.12,1 375.71,0.02,10.57
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/04/14,6 943.39,3 346.52,0.00,0.00,0.00,0.00,0.00,-5 048.88,0.00,0.00,5 241.02,5 239.63,-1.40,0.00,0.00,6 559.78,23.03,23.03,5 048.88,1 510.90,0.02,7.27
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/04/21,5 241.02,6 695.09,0.00,0.00,0.00,0.00,0.00,-5 509.85,0.00,0.00,6 426.27,6 425.72,-0.55,0.00,0.00,7 158.70,23.03,23.03,5 509.85,1 648.85,0.03,8.16
15,SALEABLE EXPENSE ITE,1502,SALEABLE CARRIER BAG,2025/04/28,6 426.27,5 019.77,0.00,0.00,0.00,0.00,0.00,-5 328.31,0.00,0.00,6 117.73,6 117.01,-0.72,0.00,0.00,6 922.83,23.03,23.03,5 328.31,1 594.52,0.02,8.04
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2024/12/30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/01/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/01/13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/01/20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/01/27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/02/03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/02/10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/02/17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/02/24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/03/03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/03/10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/03/17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/03/24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/03/31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/04/07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/04/14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/04/21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,SALEABLE EXPENSE ITE,1503,SALEABLE EXP GENERAL,2025/04/28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2024/12/30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/01/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/01/13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/01/20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/01/27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/02/03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/02/10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/02/17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/02/24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/03/03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/03/10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,AIRTIME,1601,AIRTIME,2025/03/17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
